task,H,B,query_ordinal,condition,mode,record_id,success,primitive_steps,decisions,predictor_calls,prediction_blocks,optimizer_seed,prelude,elapsed_seconds
cube,25,25,43,prefix_a,released_raw,ap-fresh-cube-043,False,25,1,150,45000,26134351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.4747
cube,25,25,43,prefix_b,released_raw,ap-fresh-cube-043,False,25,1,150,45000,26134351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.511
cube,25,25,44,clean,released_raw,ap-fresh-cube-044,False,25,1,150,45000,26135351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.505
cube,25,25,44,prefix_a,released_raw,ap-fresh-cube-044,True,24,1,150,45000,26135351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.54
cube,25,25,44,prefix_b,released_raw,ap-fresh-cube-044,False,25,1,150,45000,26135351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.1413
cube,25,25,45,clean,released_raw,ap-fresh-cube-045,False,25,1,150,45000,26136351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.1407
cube,25,25,45,prefix_a,released_raw,ap-fresh-cube-045,False,25,1,150,45000,26136351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.1204
cube,25,25,45,prefix_b,released_raw,ap-fresh-cube-045,True,25,1,150,45000,26136351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.2022
cube,25,25,46,clean,released_raw,ap-fresh-cube-046,False,25,1,150,45000,26137351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.5016
cube,25,25,46,prefix_a,released_raw,ap-fresh-cube-046,False,25,1,150,45000,26137351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.988
cube,25,25,46,prefix_b,released_raw,ap-fresh-cube-046,False,25,1,150,45000,26137351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.555
cube,25,25,47,clean,released_raw,ap-fresh-cube-047,False,25,1,150,45000,26138351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.2075
cube,25,25,47,prefix_a,released_raw,ap-fresh-cube-047,False,25,1,150,45000,26138351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.0956
cube,25,25,47,prefix_b,released_raw,ap-fresh-cube-047,False,25,1,150,45000,26138351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.1484
cube,25,25,48,clean,released_raw,ap-fresh-cube-048,True,0,0,0,0,26139351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0057
cube,25,25,48,prefix_a,released_raw,ap-fresh-cube-048,True,0,0,0,0,26139351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0054
cube,25,25,48,prefix_b,released_raw,ap-fresh-cube-048,True,0,0,0,0,26139351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0054
cube,25,25,49,clean,released_raw,ap-fresh-cube-049,True,0,0,0,0,26140351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0056
cube,25,25,49,prefix_a,released_raw,ap-fresh-cube-049,True,0,0,0,0,26140351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0074
cube,25,25,49,prefix_b,released_raw,ap-fresh-cube-049,True,0,0,0,0,26140351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0063
cube,25,25,50,clean,released_raw,ap-fresh-cube-050,False,25,1,150,45000,26141351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.2023
cube,25,25,50,prefix_a,released_raw,ap-fresh-cube-050,True,25,1,150,45000,26141351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.2233
cube,25,25,50,prefix_b,released_raw,ap-fresh-cube-050,False,25,1,150,45000,26141351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.2472
cube,25,25,51,clean,released_raw,ap-fresh-cube-051,True,19,1,150,45000,26142351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.1733
cube,25,25,51,prefix_a,released_raw,ap-fresh-cube-051,False,25,1,150,45000,26142351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.3463
cube,25,25,51,prefix_b,released_raw,ap-fresh-cube-051,False,25,1,150,45000,26142351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.3808
cube,25,25,52,clean,released_raw,ap-fresh-cube-052,False,25,1,150,45000,26143351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.2201
cube,25,25,52,prefix_a,released_raw,ap-fresh-cube-052,True,25,1,150,45000,26143351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.0717
cube,25,25,52,prefix_b,released_raw,ap-fresh-cube-052,False,25,1,150,45000,26143351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.9942
cube,25,25,53,clean,released_raw,ap-fresh-cube-053,True,0,0,0,0,26144351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0059
cube,25,25,53,prefix_a,released_raw,ap-fresh-cube-053,True,0,0,0,0,26144351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0059
cube,25,25,53,prefix_b,released_raw,ap-fresh-cube-053,True,0,0,0,0,26144351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0057
cube,25,25,54,clean,released_raw,ap-fresh-cube-054,False,25,1,150,45000,26145351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.0419
cube,25,25,54,prefix_a,released_raw,ap-fresh-cube-054,False,25,1,150,45000,26145351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.9486
cube,25,25,54,prefix_b,released_raw,ap-fresh-cube-054,False,25,1,150,45000,26145351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.5076
cube,25,25,55,clean,released_raw,ap-fresh-cube-055,False,25,1,150,45000,26146351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.7613
cube,25,25,55,prefix_a,released_raw,ap-fresh-cube-055,False,25,1,150,45000,26146351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.8349
cube,25,25,55,prefix_b,released_raw,ap-fresh-cube-055,False,25,1,150,45000,26146351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",7.1093
cube,25,25,56,clean,released_raw,ap-fresh-cube-056,True,0,0,0,0,26147351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0062
cube,25,25,56,prefix_a,released_raw,ap-fresh-cube-056,True,0,0,0,0,26147351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0079
cube,25,25,56,prefix_b,released_raw,ap-fresh-cube-056,True,0,0,0,0,26147351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0057
cube,25,25,57,clean,released_raw,ap-fresh-cube-057,True,0,0,0,0,26148351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0098
cube,25,25,57,prefix_a,released_raw,ap-fresh-cube-057,True,0,0,0,0,26148351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0069
cube,25,25,57,prefix_b,released_raw,ap-fresh-cube-057,True,0,0,0,0,26148351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0095
cube,25,25,58,clean,released_raw,ap-fresh-cube-058,True,0,0,0,0,26149351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0068
cube,25,25,58,prefix_a,released_raw,ap-fresh-cube-058,True,0,0,0,0,26149351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0074
cube,25,25,58,prefix_b,released_raw,ap-fresh-cube-058,True,0,0,0,0,26149351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.008
cube,25,25,59,clean,released_raw,ap-fresh-cube-059,False,25,1,150,45000,26150351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",8.8166
cube,25,25,59,prefix_a,released_raw,ap-fresh-cube-059,False,25,1,150,45000,26150351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.3856
cube,25,25,59,prefix_b,released_raw,ap-fresh-cube-059,True,24,1,150,45000,26150351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.9258
cube,25,25,60,clean,released_raw,ap-fresh-cube-060,False,25,1,150,45000,26151351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.5592
cube,25,25,60,prefix_a,released_raw,ap-fresh-cube-060,False,25,1,150,45000,26151351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.1669
cube,25,25,60,prefix_b,released_raw,ap-fresh-cube-060,False,25,1,150,45000,26151351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.0583
cube,25,25,61,clean,released_raw,ap-fresh-cube-061,True,0,0,0,0,26152351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0107
cube,25,25,61,prefix_a,released_raw,ap-fresh-cube-061,True,0,0,0,0,26152351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0067
cube,25,25,61,prefix_b,released_raw,ap-fresh-cube-061,True,0,0,0,0,26152351,"{'initial_success': True, 'success': True, 'terminal_without_success': False, 'category': 'initial_success', 'primitive_steps': 0}",0.0086
cube,25,25,62,clean,released_raw,ap-fresh-cube-062,False,25,1,150,45000,26153351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.6204
cube,25,25,62,prefix_a,released_raw,ap-fresh-cube-062,False,25,1,150,45000,26153351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.1411
cube,25,25,62,prefix_b,released_raw,ap-fresh-cube-062,False,25,1,150,45000,26153351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.6664
cube,25,25,63,clean,released_raw,ap-fresh-cube-063,False,25,1,150,45000,26154351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.4111
cube,25,25,63,prefix_a,released_raw,ap-fresh-cube-063,False,25,1,150,45000,26154351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.7782
cube,25,25,63,prefix_b,released_raw,ap-fresh-cube-063,False,25,1,150,45000,26154351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.4785
cube,25,25,64,clean,released_raw,ap-fresh-cube-064,True,22,1,150,45000,26155351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.5005
cube,25,25,64,prefix_a,released_raw,ap-fresh-cube-064,False,25,1,150,45000,26155351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.5215
cube,25,25,64,prefix_b,released_raw,ap-fresh-cube-064,False,25,1,150,45000,26155351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.5819
cube,25,25,65,clean,released_raw,ap-fresh-cube-065,False,25,1,150,45000,26156351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.445
cube,25,25,65,prefix_a,released_raw,ap-fresh-cube-065,True,20,1,150,45000,26156351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.5706
cube,25,25,65,prefix_b,released_raw,ap-fresh-cube-065,False,25,1,150,45000,26156351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.264
cube,25,25,66,clean,released_raw,ap-fresh-cube-066,False,25,1,150,45000,26157351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",5.2719
cube,25,25,66,prefix_a,released_raw,ap-fresh-cube-066,False,25,1,150,45000,26157351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",5.2885
cube,25,25,66,prefix_b,released_raw,ap-fresh-cube-066,False,25,1,150,45000,26157351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.0311
cube,25,25,67,clean,released_raw,ap-fresh-cube-067,False,25,1,150,45000,26158351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.2929
