task,controller,query_ordinal,condition,success,primitive_steps,prediction_blocks
tworoom,AP-CEM,122,prefix_b,1,79,144032
tworoom,AP-CEM,123,clean,0,200,360080
tworoom,AP-CEM,123,prefix_a,0,200,360080
tworoom,AP-CEM,123,prefix_b,1,95,171038
tworoom,AP-CEM,124,clean,1,100,180040
tworoom,AP-CEM,124,prefix_a,1,100,180040
tworoom,AP-CEM,124,prefix_b,1,100,180040
tworoom,AP-CEM,125,clean,1,88,162036
tworoom,AP-CEM,125,prefix_a,1,88,162036
tworoom,AP-CEM,125,prefix_b,1,97,180040
tworoom,AP-CEM,126,clean,0,200,360080
tworoom,AP-CEM,126,prefix_a,0,200,360080
tworoom,AP-CEM,126,prefix_b,0,200,360080
tworoom,AP-CEM,127,clean,0,200,360080
tworoom,AP-CEM,127,prefix_a,0,200,360080
tworoom,AP-CEM,127,prefix_b,0,200,360080
tworoom,AP-rank,0,clean,1,98,160
tworoom,AP-rank,0,prefix_a,1,98,160
tworoom,AP-rank,0,prefix_b,1,92,152
tworoom,AP-rank,1,clean,1,96,160
tworoom,AP-rank,1,prefix_a,1,94,152
tworoom,AP-rank,1,prefix_b,1,91,152
tworoom,AP-rank,2,clean,1,96,160
tworoom,AP-rank,2,prefix_a,1,73,120
tworoom,AP-rank,2,prefix_b,1,98,160
tworoom,AP-rank,3,clean,1,91,152
tworoom,AP-rank,3,prefix_a,1,95,152
tworoom,AP-rank,3,prefix_b,1,84,136
tworoom,AP-rank,4,clean,1,85,136
tworoom,AP-rank,4,prefix_a,1,84,136
tworoom,AP-rank,4,prefix_b,1,85,136
tworoom,AP-rank,5,clean,1,96,160
tworoom,AP-rank,5,prefix_a,1,91,152
tworoom,AP-rank,5,prefix_b,1,98,160
tworoom,AP-rank,6,clean,1,87,144
tworoom,AP-rank,6,prefix_a,1,83,136
tworoom,AP-rank,6,prefix_b,1,91,152
tworoom,AP-rank,7,clean,1,92,152
tworoom,AP-rank,7,prefix_a,1,95,152
tworoom,AP-rank,7,prefix_b,1,98,160
tworoom,AP-rank,8,clean,1,91,152
tworoom,AP-rank,8,prefix_a,1,92,152
tworoom,AP-rank,8,prefix_b,1,93,152
tworoom,AP-rank,9,clean,1,99,160
tworoom,AP-rank,9,prefix_a,1,92,152
tworoom,AP-rank,9,prefix_b,1,91,152
tworoom,AP-rank,10,clean,1,97,160
tworoom,AP-rank,10,prefix_a,1,90,144
tworoom,AP-rank,10,prefix_b,1,57,96
tworoom,AP-rank,11,clean,1,85,136
tworoom,AP-rank,11,prefix_a,1,97,160
tworoom,AP-rank,11,prefix_b,1,92,152
tworoom,AP-rank,12,clean,1,92,152
tworoom,AP-rank,12,prefix_a,1,94,152
tworoom,AP-rank,12,prefix_b,1,91,152
tworoom,AP-rank,13,clean,1,98,160
tworoom,AP-rank,13,prefix_a,1,90,144
tworoom,AP-rank,13,prefix_b,1,92,152
tworoom,AP-rank,14,clean,1,28,48
tworoom,AP-rank,14,prefix_a,1,82,136
tworoom,AP-rank,14,prefix_b,1,44,72
tworoom,AP-rank,15,clean,1,94,152
tworoom,AP-rank,15,prefix_a,1,91,152
tworoom,AP-rank,15,prefix_b,1,92,152
tworoom,AP-rank,16,clean,1,89,144
tworoom,AP-rank,16,prefix_a,1,90,144
tworoom,AP-rank,16,prefix_b,1,96,160
tworoom,AP-rank,17,clean,1,81,136
tworoom,AP-rank,17,prefix_a,1,59,96
tworoom,AP-rank,17,prefix_b,1,57,96
tworoom,AP-rank,18,clean,1,36,64
tworoom,AP-rank,18,prefix_a,1,11,24
tworoom,AP-rank,18,prefix_b,1,32,56
tworoom,AP-rank,19,clean,1,96,160
tworoom,AP-rank,19,prefix_a,1,95,152
tworoom,AP-rank,19,prefix_b,1,97,160
tworoom,AP-rank,20,clean,1,72,120
tworoom,AP-rank,20,prefix_a,1,82,136
tworoom,AP-rank,20,prefix_b,1,59,96
tworoom,AP-rank,21,clean,1,77,128
tworoom,AP-rank,21,prefix_a,1,95,152
tworoom,AP-rank,21,prefix_b,1,78,128
tworoom,AP-rank,22,clean,1,89,144
tworoom,AP-rank,22,prefix_a,1,95,152
tworoom,AP-rank,22,prefix_b,1,89,144
tworoom,AP-rank,23,clean,1,24,40
tworoom,AP-rank,23,prefix_a,1,10,16
tworoom,AP-rank,23,prefix_b,1,16,32
tworoom,AP-rank,24,clean,1,93,152
tworoom,AP-rank,24,prefix_a,1,97,160
tworoom,AP-rank,24,prefix_b,1,96,160
tworoom,AP-rank,25,clean,1,87,144
tworoom,AP-rank,25,prefix_a,1,71,120
tworoom,AP-rank,25,prefix_b,1,72,120
tworoom,AP-rank,26,clean,1,91,152
tworoom,AP-rank,26,prefix_a,1,91,152
tworoom,AP-rank,26,prefix_b,1,97,160
tworoom,AP-rank,27,clean,1,84,136
tworoom,AP-rank,27,prefix_a,1,91,152
tworoom,AP-rank,27,prefix_b,1,77,128
tworoom,AP-rank,28,clean,1,89,144
tworoom,AP-rank,28,prefix_a,1,95,152
tworoom,AP-rank,28,prefix_b,1,90,144
tworoom,AP-rank,29,clean,1,84,136
tworoom,AP-rank,29,prefix_a,1,93,152
tworoom,AP-rank,29,prefix_b,1,97,160
tworoom,AP-rank,30,clean,1,96,160
tworoom,AP-rank,30,prefix_a,1,88,144
tworoom,AP-rank,30,prefix_b,1,92,152
tworoom,AP-rank,31,clean,1,90,144
tworoom,AP-rank,31,prefix_a,1,90,144
tworoom,AP-rank,31,prefix_b,1,94,152
tworoom,AP-rank,32,clean,1,95,152
tworoom,AP-rank,32,prefix_a,1,76,128
tworoom,AP-rank,32,prefix_b,1,89,144
tworoom,AP-rank,33,clean,1,71,120
tworoom,AP-rank,33,prefix_a,1,85,136
tworoom,AP-rank,33,prefix_b,1,71,120
tworoom,AP-rank,34,clean,1,93,152
tworoom,AP-rank,34,prefix_a,1,70,112
tworoom,AP-rank,34,prefix_b,1,51,88
tworoom,AP-rank,35,clean,1,26,48
tworoom,AP-rank,35,prefix_a,1,26,48
tworoom,AP-rank,35,prefix_b,1,26,48
tworoom,AP-rank,36,clean,1,96,160
tworoom,AP-rank,36,prefix_a,1,87,144
tworoom,AP-rank,36,prefix_b,1,92,152
tworoom,AP-rank,37,clean,1,58,96
tworoom,AP-rank,37,prefix_a,1,62,104
tworoom,AP-rank,37,prefix_b,1,75,120
tworoom,AP-rank,38,clean,1,90,144
tworoom,AP-rank,38,prefix_a,1,86,144
tworoom,AP-rank,38,prefix_b,1,89,144
tworoom,AP-rank,39,clean,1,93,152
tworoom,AP-rank,39,prefix_a,1,94,152
tworoom,AP-rank,39,prefix_b,1,88,144
tworoom,AP-rank,40,clean,1,45,72
tworoom,AP-rank,40,prefix_a,1,68,112
tworoom,AP-rank,40,prefix_b,1,88,144
tworoom,AP-rank,41,clean,1,89,144
tworoom,AP-rank,41,prefix_a,1,98,160
tworoom,AP-rank,41,prefix_b,1,84,136
tworoom,AP-rank,42,clean,1,88,144
tworoom,AP-rank,42,prefix_a,1,97,160
tworoom,AP-rank,42,prefix_b,1,92,152
tworoom,AP-rank,43,clean,1,82,136
tworoom,AP-rank,43,prefix_a,1,85,136
tworoom,AP-rank,43,prefix_b,1,60,96
tworoom,AP-rank,44,clean,1,49,80
tworoom,AP-rank,44,prefix_a,1,80,128
tworoom,AP-rank,44,prefix_b,1,85,136
tworoom,AP-rank,45,clean,1,88,144
tworoom,AP-rank,45,prefix_a,1,89,144
tworoom,AP-rank,45,prefix_b,1,88,144
tworoom,AP-rank,46,clean,1,81,136
tworoom,AP-rank,46,prefix_a,1,75,120
tworoom,AP-rank,46,prefix_b,1,51,88
tworoom,AP-rank,47,clean,1,97,160
tworoom,AP-rank,47,prefix_a,1,91,152
tworoom,AP-rank,47,prefix_b,1,88,144
tworoom,AP-rank,48,clean,1,33,56
tworoom,AP-rank,48,prefix_a,1,68,112
tworoom,AP-rank,48,prefix_b,1,94,152
tworoom,AP-rank,49,clean,1,77,128
tworoom,AP-rank,49,prefix_a,1,97,160
tworoom,AP-rank,49,prefix_b,1,86,144
tworoom,AP-rank,50,clean,1,90,144
tworoom,AP-rank,50,prefix_a,1,90,144
tworoom,AP-rank,50,prefix_b,1,97,160
tworoom,AP-rank,51,clean,1,81,136
tworoom,AP-rank,51,prefix_a,1,89,144
tworoom,AP-rank,51,prefix_b,1,68,112
tworoom,AP-rank,52,clean,1,89,144
tworoom,AP-rank,52,prefix_a,1,68,112
tworoom,AP-rank,52,prefix_b,1,82,136
tworoom,AP-rank,53,clean,1,92,152
tworoom,AP-rank,53,prefix_a,1,92,152
tworoom,AP-rank,53,prefix_b,1,96,160
tworoom,AP-rank,54,clean,1,94,152
tworoom,AP-rank,54,prefix_a,1,69,112
tworoom,AP-rank,54,prefix_b,1,80,128
tworoom,AP-rank,55,clean,1,87,144
tworoom,AP-rank,55,prefix_a,1,98,160
tworoom,AP-rank,55,prefix_b,1,76,128
tworoom,AP-rank,56,clean,1,94,152
tworoom,AP-rank,56,prefix_a,1,88,144
tworoom,AP-rank,56,prefix_b,1,96,160
tworoom,AP-rank,57,clean,1,45,72
tworoom,AP-rank,57,prefix_a,1,81,136
tworoom,AP-rank,57,prefix_b,1,97,160
tworoom,AP-rank,58,clean,1,74,120
tworoom,AP-rank,58,prefix_a,1,93,152
tworoom,AP-rank,58,prefix_b,1,88,144
tworoom,AP-rank,59,clean,1,91,152
tworoom,AP-rank,59,prefix_a,1,49,80
tworoom,AP-rank,59,prefix_b,1,50,80
tworoom,AP-rank,60,clean,1,54,88
tworoom,AP-rank,60,prefix_a,1,56,96
tworoom,AP-rank,60,prefix_b,1,97,160
tworoom,AP-rank,61,clean,1,98,160
tworoom,AP-rank,61,prefix_a,1,92,152
tworoom,AP-rank,61,prefix_b,1,94,152
tworoom,AP-rank,62,clean,1,93,152
tworoom,AP-rank,62,prefix_a,1,98,160
tworoom,AP-rank,62,prefix_b,1,98,160
tworoom,AP-rank,63,clean,1,74,120
tworoom,AP-rank,63,prefix_a,1,78,128
tworoom,AP-rank,63,prefix_b,1,49,80
tworoom,AP-rank,64,clean,1,94,152
tworoom,AP-rank,64,prefix_a,1,91,152
tworoom,AP-rank,64,prefix_b,1,92,152
tworoom,AP-rank,65,clean,1,84,136
tworoom,AP-rank,65,prefix_a,1,59,96
tworoom,AP-rank,65,prefix_b,1,35,56
tworoom,AP-rank,66,clean,1,91,152
tworoom,AP-rank,66,prefix_a,1,95,152
tworoom,AP-rank,66,prefix_b,1,91,152
tworoom,AP-rank,67,clean,1,89,144
tworoom,AP-rank,67,prefix_a,1,90,144
tworoom,AP-rank,67,prefix_b,1,90,144
tworoom,AP-rank,68,clean,1,78,128
tworoom,AP-rank,68,prefix_a,1,88,144
tworoom,AP-rank,68,prefix_b,1,94,152
tworoom,AP-rank,69,clean,1,93,152
tworoom,AP-rank,69,prefix_a,1,92,152
tworoom,AP-rank,69,prefix_b,1,93,152
tworoom,AP-rank,70,clean,1,94,152
tworoom,AP-rank,70,prefix_a,1,88,144
tworoom,AP-rank,70,prefix_b,1,92,152
tworoom,AP-rank,71,clean,1,94,152
tworoom,AP-rank,71,prefix_a,1,92,152
tworoom,AP-rank,71,prefix_b,1,83,136
tworoom,AP-rank,72,clean,1,85,136
tworoom,AP-rank,72,prefix_a,1,95,152
tworoom,AP-rank,72,prefix_b,1,96,160
tworoom,AP-rank,73,clean,1,72,120
tworoom,AP-rank,73,prefix_a,1,81,136
tworoom,AP-rank,73,prefix_b,1,92,152
tworoom,AP-rank,74,clean,1,52,88
tworoom,AP-rank,74,prefix_a,1,79,128
tworoom,AP-rank,74,prefix_b,1,75,120
tworoom,AP-rank,75,clean,1,95,152
tworoom,AP-rank,75,prefix_a,1,67,112
tworoom,AP-rank,75,prefix_b,1,93,152
tworoom,AP-rank,76,clean,1,85,136
tworoom,AP-rank,76,prefix_a,1,96,160
tworoom,AP-rank,76,prefix_b,1,97,160
tworoom,AP-rank,77,clean,1,85,136
tworoom,AP-rank,77,prefix_a,1,96,160
tworoom,AP-rank,77,prefix_b,1,94,152
tworoom,AP-rank,78,clean,1,96,160
tworoom,AP-rank,78,prefix_a,1,78,128
tworoom,AP-rank,78,prefix_b,1,99,160
tworoom,AP-rank,79,clean,1,88,144
tworoom,AP-rank,79,prefix_a,1,87,144
tworoom,AP-rank,79,prefix_b,1,64,104
tworoom,AP-rank,80,clean,1,91,152
tworoom,AP-rank,80,prefix_a,1,92,152
tworoom,AP-rank,80,prefix_b,1,81,136
tworoom,AP-rank,81,clean,1,97,160
tworoom,AP-rank,81,prefix_a,1,88,144
tworoom,AP-rank,81,prefix_b,1,98,160
tworoom,AP-rank,82,clean,1,73,120
tworoom,AP-rank,82,prefix_a,1,73,120
tworoom,AP-rank,82,prefix_b,1,76,128
tworoom,AP-rank,83,clean,1,96,160
tworoom,AP-rank,83,prefix_a,1,95,152
tworoom,AP-rank,83,prefix_b,1,92,152
tworoom,AP-rank,84,clean,1,89,144
tworoom,AP-rank,84,prefix_a,1,97,160
tworoom,AP-rank,84,prefix_b,1,63,104
tworoom,AP-rank,85,clean,1,57,96
tworoom,AP-rank,85,prefix_a,1,62,104
tworoom,AP-rank,85,prefix_b,1,70,112
tworoom,AP-rank,86,clean,1,68,112
tworoom,AP-rank,86,prefix_a,1,87,144
tworoom,AP-rank,86,prefix_b,1,97,160
tworoom,AP-rank,87,clean,1,92,152
tworoom,AP-rank,87,prefix_a,1,87,144
tworoom,AP-rank,87,prefix_b,1,97,160
tworoom,AP-rank,88,clean,1,96,160
tworoom,AP-rank,88,prefix_a,1,97,160
tworoom,AP-rank,88,prefix_b,1,97,160
tworoom,AP-rank,89,clean,1,49,80
tworoom,AP-rank,89,prefix_a,1,54,88
tworoom,AP-rank,89,prefix_b,1,90,144
tworoom,AP-rank,90,clean,1,96,160
tworoom,AP-rank,90,prefix_a,1,97,160
tworoom,AP-rank,90,prefix_b,1,86,144
tworoom,AP-rank,91,clean,1,97,160
tworoom,AP-rank,91,prefix_a,1,95,152
tworoom,AP-rank,91,prefix_b,1,98,160
tworoom,AP-rank,92,clean,1,98,160
tworoom,AP-rank,92,prefix_a,1,94,152
tworoom,AP-rank,92,prefix_b,1,83,136
tworoom,AP-rank,93,clean,1,77,128
tworoom,AP-rank,93,prefix_a,1,94,152
tworoom,AP-rank,93,prefix_b,1,77,128
tworoom,AP-rank,94,clean,1,96,160
tworoom,AP-rank,94,prefix_a,1,96,160
tworoom,AP-rank,94,prefix_b,1,89,144
tworoom,AP-rank,95,clean,1,97,160
tworoom,AP-rank,95,prefix_a,1,89,144
tworoom,AP-rank,95,prefix_b,1,83,136
tworoom,AP-rank,96,clean,1,81,136
tworoom,AP-rank,96,prefix_a,1,98,160
tworoom,AP-rank,96,prefix_b,1,94,152
tworoom,AP-rank,97,clean,1,98,160
tworoom,AP-rank,97,prefix_a,1,77,128
tworoom,AP-rank,97,prefix_b,1,88,144
tworoom,AP-rank,98,clean,1,50,80
tworoom,AP-rank,98,prefix_a,1,93,152
tworoom,AP-rank,98,prefix_b,1,90,144
tworoom,AP-rank,99,clean,1,71,120
tworoom,AP-rank,99,prefix_a,1,93,152
tworoom,AP-rank,99,prefix_b,1,83,136
tworoom,AP-rank,100,clean,1,93,152
tworoom,AP-rank,100,prefix_a,1,80,128
tworoom,AP-rank,100,prefix_b,1,95,152
tworoom,AP-rank,101,clean,1,96,160
tworoom,AP-rank,101,prefix_a,1,96,160
tworoom,AP-rank,101,prefix_b,1,92,152
tworoom,AP-rank,102,clean,0,200,320
tworoom,AP-rank,102,prefix_a,1,97,160
tworoom,AP-rank,102,prefix_b,1,86,144
tworoom,AP-rank,103,clean,1,97,160
tworoom,AP-rank,103,prefix_a,1,96,160
tworoom,AP-rank,103,prefix_b,1,67,112
tworoom,AP-rank,104,clean,1,64,104
tworoom,AP-rank,104,prefix_a,1,46,80
tworoom,AP-rank,104,prefix_b,1,38,64
tworoom,AP-rank,105,clean,1,95,152
tworoom,AP-rank,105,prefix_a,1,93,152
tworoom,AP-rank,105,prefix_b,1,86,144
tworoom,AP-rank,106,clean,1,97,160
tworoom,AP-rank,106,prefix_a,1,95,152
tworoom,AP-rank,106,prefix_b,1,95,152
tworoom,AP-rank,107,clean,1,52,88
tworoom,AP-rank,107,prefix_a,1,87,144
tworoom,AP-rank,107,prefix_b,1,91,152
tworoom,AP-rank,108,clean,0,200,320
tworoom,AP-rank,108,prefix_a,1,95,152
tworoom,AP-rank,108,prefix_b,1,88,144
tworoom,AP-rank,109,clean,1,97,160
tworoom,AP-rank,109,prefix_a,1,96,160
tworoom,AP-rank,109,prefix_b,1,98,160
tworoom,AP-rank,110,clean,1,98,160
tworoom,AP-rank,110,prefix_a,1,82,136
tworoom,AP-rank,110,prefix_b,1,61,104
tworoom,AP-rank,111,clean,1,34,56
tworoom,AP-rank,111,prefix_a,1,38,64
tworoom,AP-rank,111,prefix_b,1,35,56
tworoom,AP-rank,112,clean,1,94,152
tworoom,AP-rank,112,prefix_a,1,70,112
tworoom,AP-rank,112,prefix_b,1,92,152
tworoom,AP-rank,113,clean,1,88,144
tworoom,AP-rank,113,prefix_a,1,97,160
tworoom,AP-rank,113,prefix_b,1,97,160
tworoom,AP-rank,114,clean,1,78,128
tworoom,AP-rank,114,prefix_a,1,47,80
tworoom,AP-rank,114,prefix_b,1,53,88
tworoom,AP-rank,115,clean,1,91,152
tworoom,AP-rank,115,prefix_a,1,95,152
tworoom,AP-rank,115,prefix_b,1,97,160
tworoom,AP-rank,116,clean,1,78,128
tworoom,AP-rank,116,prefix_a,1,78,128
tworoom,AP-rank,116,prefix_b,1,75,120
tworoom,AP-rank,117,clean,1,72,120
tworoom,AP-rank,117,prefix_a,1,72,120
tworoom,AP-rank,117,prefix_b,1,74,120
tworoom,AP-rank,118,clean,1,65,104
tworoom,AP-rank,118,prefix_a,1,83,136
tworoom,AP-rank,118,prefix_b,1,94,152
tworoom,AP-rank,119,clean,1,84,136
tworoom,AP-rank,119,prefix_a,1,82,136
tworoom,AP-rank,119,prefix_b,1,96,160
tworoom,AP-rank,120,clean,1,93,152
tworoom,AP-rank,120,prefix_a,1,82,136
tworoom,AP-rank,120,prefix_b,1,70,112
tworoom,AP-rank,121,clean,1,87,144
tworoom,AP-rank,121,prefix_a,1,59,96
tworoom,AP-rank,121,prefix_b,1,45,72
tworoom,AP-rank,122,clean,1,45,72
tworoom,AP-rank,122,prefix_a,1,58,96
tworoom,AP-rank,122,prefix_b,1,63,104
tworoom,AP-rank,123,clean,1,93,152
tworoom,AP-rank,123,prefix_a,1,93,152
tworoom,AP-rank,123,prefix_b,1,94,152
tworoom,AP-rank,124,clean,1,62,104
tworoom,AP-rank,124,prefix_a,1,72,120
tworoom,AP-rank,124,prefix_b,1,79,128
tworoom,AP-rank,125,clean,1,98,160
tworoom,AP-rank,125,prefix_a,1,74,120
tworoom,AP-rank,125,prefix_b,1,62,104
tworoom,AP-rank,126,clean,1,86,144
tworoom,AP-rank,126,prefix_a,1,97,160
tworoom,AP-rank,126,prefix_b,1,86,144
tworoom,AP-rank,127,clean,1,83,136
tworoom,AP-rank,127,prefix_a,1,66,112
tworoom,AP-rank,127,prefix_b,1,97,160
tworoom,CEM (final goal),0,clean,0,200,360080
tworoom,CEM (final goal),0,prefix_a,0,200,360080
tworoom,CEM (final goal),0,prefix_b,0,200,360080
tworoom,CEM (final goal),1,clean,0,200,360080
tworoom,CEM (final goal),1,prefix_a,0,200,360080
tworoom,CEM (final goal),1,prefix_b,0,200,360080
tworoom,CEM (final goal),2,clean,0,200,360080
tworoom,CEM (final goal),2,prefix_a,0,200,360080
tworoom,CEM (final goal),2,prefix_b,0,200,360080
tworoom,CEM (final goal),3,clean,0,200,360080
tworoom,CEM (final goal),3,prefix_a,0,200,360080
tworoom,CEM (final goal),3,prefix_b,0,200,360080
tworoom,CEM (final goal),4,clean,0,200,360080
tworoom,CEM (final goal),4,prefix_a,0,200,360080
tworoom,CEM (final goal),4,prefix_b,0,200,360080
tworoom,CEM (final goal),5,clean,0,200,360080
tworoom,CEM (final goal),5,prefix_a,0,200,360080
tworoom,CEM (final goal),5,prefix_b,0,200,360080
tworoom,CEM (final goal),6,clean,0,200,360080
tworoom,CEM (final goal),6,prefix_a,0,200,360080
tworoom,CEM (final goal),6,prefix_b,0,200,360080
tworoom,CEM (final goal),7,clean,0,200,360080
tworoom,CEM (final goal),7,prefix_a,0,200,360080
tworoom,CEM (final goal),7,prefix_b,0,200,360080
tworoom,CEM (final goal),8,clean,0,200,360080
tworoom,CEM (final goal),8,prefix_a,0,200,360080
tworoom,CEM (final goal),8,prefix_b,0,200,360080
tworoom,CEM (final goal),9,clean,0,200,360080
tworoom,CEM (final goal),9,prefix_a,0,200,360080
tworoom,CEM (final goal),9,prefix_b,0,200,360080
tworoom,CEM (final goal),10,clean,0,200,360080
tworoom,CEM (final goal),10,prefix_a,0,200,360080
tworoom,CEM (final goal),10,prefix_b,0,200,360080
tworoom,CEM (final goal),11,clean,0,200,360080
tworoom,CEM (final goal),11,prefix_a,0,200,360080
tworoom,CEM (final goal),11,prefix_b,0,200,360080
tworoom,CEM (final goal),12,clean,0,200,360080
tworoom,CEM (final goal),12,prefix_a,0,200,360080
tworoom,CEM (final goal),12,prefix_b,0,200,360080
tworoom,CEM (final goal),13,clean,0,200,360080
tworoom,CEM (final goal),13,prefix_a,0,200,360080
tworoom,CEM (final goal),13,prefix_b,0,200,360080
tworoom,CEM (final goal),14,clean,0,200,360080
tworoom,CEM (final goal),14,prefix_a,0,200,360080
tworoom,CEM (final goal),14,prefix_b,0,200,360080
tworoom,CEM (final goal),15,clean,0,200,360080
tworoom,CEM (final goal),15,prefix_a,0,200,360080
tworoom,CEM (final goal),15,prefix_b,0,200,360080
tworoom,CEM (final goal),16,clean,0,200,360080
tworoom,CEM (final goal),16,prefix_a,0,200,360080
tworoom,CEM (final goal),16,prefix_b,0,200,360080
tworoom,CEM (final goal),17,clean,0,200,360080
tworoom,CEM (final goal),17,prefix_a,0,200,360080
tworoom,CEM (final goal),17,prefix_b,0,200,360080
tworoom,CEM (final goal),18,clean,0,200,360080
tworoom,CEM (final goal),18,prefix_a,0,200,360080
tworoom,CEM (final goal),18,prefix_b,0,200,360080
tworoom,CEM (final goal),19,clean,0,200,360080
tworoom,CEM (final goal),19,prefix_a,0,200,360080
tworoom,CEM (final goal),19,prefix_b,0,200,360080
tworoom,CEM (final goal),20,clean,0,200,360080
tworoom,CEM (final goal),20,prefix_a,0,200,360080
tworoom,CEM (final goal),20,prefix_b,0,200,360080
tworoom,CEM (final goal),21,clean,0,200,360080
tworoom,CEM (final goal),21,prefix_a,0,200,360080
tworoom,CEM (final goal),21,prefix_b,0,200,360080
tworoom,CEM (final goal),22,clean,0,200,360080
tworoom,CEM (final goal),22,prefix_a,0,200,360080
tworoom,CEM (final goal),22,prefix_b,0,200,360080
tworoom,CEM (final goal),23,clean,0,200,360080
tworoom,CEM (final goal),23,prefix_a,0,200,360080
tworoom,CEM (final goal),23,prefix_b,0,200,360080
tworoom,CEM (final goal),24,clean,0,200,360080
tworoom,CEM (final goal),24,prefix_a,0,200,360080
tworoom,CEM (final goal),24,prefix_b,0,200,360080
tworoom,CEM (final goal),25,clean,0,200,360080
tworoom,CEM (final goal),25,prefix_a,0,200,360080
tworoom,CEM (final goal),25,prefix_b,0,200,360080
tworoom,CEM (final goal),26,clean,0,200,360080
tworoom,CEM (final goal),26,prefix_a,0,200,360080
tworoom,CEM (final goal),26,prefix_b,0,200,360080
tworoom,CEM (final goal),27,clean,0,200,360080
tworoom,CEM (final goal),27,prefix_a,0,200,360080
tworoom,CEM (final goal),27,prefix_b,0,200,360080
tworoom,CEM (final goal),28,clean,0,200,360080
tworoom,CEM (final goal),28,prefix_a,0,200,360080
tworoom,CEM (final goal),28,prefix_b,0,200,360080
tworoom,CEM (final goal),29,clean,0,200,360080
tworoom,CEM (final goal),29,prefix_a,0,200,360080
tworoom,CEM (final goal),29,prefix_b,0,200,360080
tworoom,CEM (final goal),30,clean,0,200,360080
tworoom,CEM (final goal),30,prefix_a,0,200,360080
tworoom,CEM (final goal),30,prefix_b,0,200,360080
tworoom,CEM (final goal),31,clean,0,200,360080
tworoom,CEM (final goal),31,prefix_a,0,200,360080
tworoom,CEM (final goal),31,prefix_b,0,200,360080
tworoom,CEM (final goal),32,clean,0,200,360080
tworoom,CEM (final goal),32,prefix_a,0,200,360080
tworoom,CEM (final goal),32,prefix_b,0,200,360080
tworoom,CEM (final goal),33,clean,0,200,360080
tworoom,CEM (final goal),33,prefix_a,0,200,360080
tworoom,CEM (final goal),33,prefix_b,0,200,360080
tworoom,CEM (final goal),34,clean,0,200,360080
tworoom,CEM (final goal),34,prefix_a,0,200,360080
tworoom,CEM (final goal),34,prefix_b,0,200,360080
tworoom,CEM (final goal),35,clean,0,200,360080
tworoom,CEM (final goal),35,prefix_a,0,200,360080
tworoom,CEM (final goal),35,prefix_b,0,200,360080
tworoom,CEM (final goal),36,clean,0,200,360080
tworoom,CEM (final goal),36,prefix_a,0,200,360080
tworoom,CEM (final goal),36,prefix_b,0,200,360080
tworoom,CEM (final goal),37,clean,0,200,360080
tworoom,CEM (final goal),37,prefix_a,0,200,360080
tworoom,CEM (final goal),37,prefix_b,0,200,360080
tworoom,CEM (final goal),38,clean,0,200,360080
tworoom,CEM (final goal),38,prefix_a,0,200,360080
tworoom,CEM (final goal),38,prefix_b,0,200,360080
tworoom,CEM (final goal),39,clean,0,200,360080
tworoom,CEM (final goal),39,prefix_a,0,200,360080
tworoom,CEM (final goal),39,prefix_b,0,200,360080
tworoom,CEM (final goal),40,clean,0,200,360080
tworoom,CEM (final goal),40,prefix_a,0,200,360080
tworoom,CEM (final goal),40,prefix_b,0,200,360080
tworoom,CEM (final goal),41,clean,0,200,360080
tworoom,CEM (final goal),41,prefix_a,0,200,360080
tworoom,CEM (final goal),41,prefix_b,0,200,360080
tworoom,CEM (final goal),42,clean,0,200,360080
tworoom,CEM (final goal),42,prefix_a,0,200,360080
tworoom,CEM (final goal),42,prefix_b,0,200,360080
tworoom,CEM (final goal),43,clean,0,200,360080
tworoom,CEM (final goal),43,prefix_a,0,200,360080
tworoom,CEM (final goal),43,prefix_b,0,200,360080
tworoom,CEM (final goal),44,clean,0,200,360080
tworoom,CEM (final goal),44,prefix_a,0,200,360080
tworoom,CEM (final goal),44,prefix_b,0,200,360080
tworoom,CEM (final goal),45,clean,0,200,360080
tworoom,CEM (final goal),45,prefix_a,0,200,360080
tworoom,CEM (final goal),45,prefix_b,0,200,360080
tworoom,CEM (final goal),46,clean,0,200,360080
tworoom,CEM (final goal),46,prefix_a,0,200,360080
tworoom,CEM (final goal),46,prefix_b,0,200,360080
tworoom,CEM (final goal),47,clean,0,200,360080
tworoom,CEM (final goal),47,prefix_a,0,200,360080
tworoom,CEM (final goal),47,prefix_b,0,200,360080
tworoom,CEM (final goal),48,clean,0,200,360080
tworoom,CEM (final goal),48,prefix_a,0,200,360080
tworoom,CEM (final goal),48,prefix_b,0,200,360080
tworoom,CEM (final goal),49,clean,0,200,360080
tworoom,CEM (final goal),49,prefix_a,0,200,360080
tworoom,CEM (final goal),49,prefix_b,0,200,360080
tworoom,CEM (final goal),50,clean,0,200,360080
tworoom,CEM (final goal),50,prefix_a,0,200,360080
tworoom,CEM (final goal),50,prefix_b,0,200,360080
tworoom,CEM (final goal),51,clean,0,200,360080
tworoom,CEM (final goal),51,prefix_a,0,200,360080
tworoom,CEM (final goal),51,prefix_b,0,200,360080
tworoom,CEM (final goal),52,clean,0,200,360080
tworoom,CEM (final goal),52,prefix_a,0,200,360080
tworoom,CEM (final goal),52,prefix_b,0,200,360080
tworoom,CEM (final goal),53,clean,0,200,360080
