task,arm,kind,start,config_H,config_arm,stall_W5_numerator,stall_W5_denominator,stall_W5_percent,stall_W10_numerator,stall_W10_denominator,stall_W10_percent,stall_W20_numerator,stall_W20_denominator,stall_W20_percent,physical_detour_0.25_numerator,physical_detour_0.25_denominator,physical_detour_0.25_percent,physical_detour_0.5_numerator,physical_detour_0.5_denominator,physical_detour_0.5_percent,physical_detour_1.0_numerator,physical_detour_1.0_denominator,physical_detour_1.0_percent,latent_detour_numerator,latent_detour_denominator,latent_detour_percent,config_B,config_iterations,config_memory_fraction,config_target_L,config_key,config_span,config_execution
tworoom,cem_learned,budget,Standard,100,cem_learned,19,68,27.941176470588236,14,68,20.58823529411765,10,68,14.705882352941176,14,60,23.333333333333332,8,60,13.333333333333334,0,60,0,34,60,56.666666666666664,,5,,,,,
tworoom,cem_learned,budget,Perturbed,100,cem_learned,31,130,23.846153846153847,23,130,17.692307692307693,15,130,11.538461538461538,38,126,30.158730158730158,17,126,13.492063492063492,2,126,1.5873015873015872,76,126,60.317460317460316,,5,,,,,
tworoom,cem_learned,budget,Perturbed 1,100,cem_learned,16,66,24.242424242424242,13,66,19.696969696969695,8,66,12.121212121212121,18,62,29.032258064516128,7,62,11.290322580645162,2,62,3.225806451612903,35,62,56.45161290322581,,5,,,,,
tworoom,cem_learned,budget,Perturbed 2,100,cem_learned,15,64,23.4375,10,64,15.625,7,64,10.9375,20,64,31.25,10,64,15.625,0,64,0,41,64,64.0625,,5,,,,,
tworoom,cem_observed,budget,Standard,100,cem_observed,35,73,47.945205479452056,32,73,43.83561643835616,11,73,15.068493150684931,50,55,90.9090909090909,36,55,65.45454545454545,17,55,30.90909090909091,46,55,83.63636363636364,,10,,,,,
tworoom,cem_observed,budget,Perturbed,100,cem_observed,50,140,35.714285714285715,42,140,30,16,140,11.428571428571429,105,116,90.51724137931035,94,116,81.03448275862068,37,116,31.896551724137932,97,116,83.62068965517241,,10,,,,,
tworoom,cem_observed,budget,Perturbed 1,100,cem_observed,22,71,30.985915492957748,19,71,26.760563380281692,8,71,11.267605633802816,55,57,96.49122807017544,49,57,85.96491228070175,21,57,36.8421052631579,47,57,82.45614035087719,,10,,,,,
tworoom,cem_observed,budget,Perturbed 2,100,cem_observed,28,69,40.57971014492754,23,69,33.333333333333336,8,69,11.594202898550725,50,59,84.7457627118644,45,59,76.27118644067797,16,59,27.11864406779661,50,59,84.7457627118644,,10,,,,,
tworoom,cem_observed,budget,Standard,100,cem_observed,106,119,89.07563025210084,92,119,77.3109243697479,24,119,20.168067226890756,6,9,66.66666666666667,0,9,0,0,9,0,6,9,66.66666666666667,,1,,,,,
tworoom,cem_observed,budget,Perturbed,100,cem_observed,202,233,86.69527896995709,176,233,75.53648068669528,47,233,20.17167381974249,11,23,47.82608695652174,3,23,13.043478260869565,0,23,0,15,23,65.21739130434783,,1,,,,,
tworoom,cem_observed,budget,Perturbed 1,100,cem_observed,97,115,84.34782608695652,84,115,73.04347826086956,21,115,18.26086956521739,6,13,46.15384615384615,1,13,7.6923076923076925,0,13,0,9,13,69.23076923076923,,1,,,,,
tworoom,cem_observed,budget,Perturbed 2,100,cem_observed,105,118,88.98305084745763,92,118,77.96610169491525,26,118,22.033898305084747,5,10,50,2,10,20,0,10,0,6,10,60,,1,,,,,
tworoom,cem_observed,budget,Standard,100,cem_observed,83,103,80.58252427184466,75,103,72.81553398058253,45,103,43.689320388349515,16,25,64,6,25,24,1,25,4,21,25,84,,2,,,,,
tworoom,cem_observed,budget,Perturbed,100,cem_observed,167,204,81.86274509803921,157,204,76.96078431372548,80,204,39.21568627450981,44,52,84.61538461538461,23,52,44.23076923076923,2,52,3.8461538461538463,43,52,82.6923076923077,,2,,,,,
tworoom,cem_observed,budget,Perturbed 1,100,cem_observed,82,100,82,74,100,74,40,100,40,24,28,85.71428571428571,15,28,53.57142857142857,1,28,3.5714285714285716,25,28,89.28571428571429,,2,,,,,
tworoom,cem_observed,budget,Perturbed 2,100,cem_observed,85,104,81.73076923076923,83,104,79.8076923076923,40,104,38.46153846153846,20,24,83.33333333333333,8,24,33.333333333333336,1,24,4.166666666666667,18,24,75,,2,,,,,
tworoom,cem_observed,ablation,Standard,100,cem_observed,10,61,16.39344262295082,8,61,13.114754098360656,3,61,4.918032786885246,63,67,94.02985074626865,57,67,85.07462686567165,17,67,25.37313432835821,63,67,94.02985074626865,,30,0.1,,,,
tworoom,cem_observed,ablation,Perturbed,100,cem_observed,33,132,25,26,132,19.696969696969695,16,132,12.121212121212121,115,124,92.74193548387096,103,124,83.06451612903226,42,124,33.87096774193548,110,124,88.70967741935483,,30,0.1,,,,
tworoom,cem_observed,ablation,Perturbed 1,100,cem_observed,17,68,25,14,68,20.58823529411765,10,68,14.705882352941176,57,60,95,51,60,85,20,60,33.333333333333336,55,60,91.66666666666667,,30,0.1,,,,
tworoom,cem_observed,ablation,Perturbed 2,100,cem_observed,16,64,25,12,64,18.75,6,64,9.375,58,64,90.625,52,64,81.25,22,64,34.375,55,64,85.9375,,30,0.1,,,,
tworoom,cem_observed,ablation,Standard,100,cem_observed,14,64,21.875,13,64,20.3125,6,64,9.375,59,64,92.1875,50,64,78.125,22,64,34.375,58,64,90.625,,30,0.25,,,,
tworoom,cem_observed,ablation,Perturbed,100,cem_observed,28,136,20.58823529411765,27,136,19.852941176470587,13,136,9.558823529411764,112,120,93.33333333333333,94,120,78.33333333333333,45,120,37.5,100,120,83.33333333333333,,30,0.25,,,,
tworoom,cem_observed,ablation,Perturbed 1,100,cem_observed,16,70,22.857142857142858,15,70,21.428571428571427,7,70,10,55,58,94.82758620689656,45,58,77.58620689655173,22,58,37.93103448275862,50,58,86.20689655172414,,30,0.25,,,,
tworoom,cem_observed,ablation,Perturbed 2,100,cem_observed,12,66,18.181818181818183,12,66,18.181818181818183,6,66,9.090909090909092,57,62,91.93548387096774,49,62,79.03225806451613,23,62,37.096774193548384,50,62,80.64516129032258,,30,0.25,,,,
tworoom,cem_observed,ablation,Standard,100,cem_observed,17,68,25,15,68,22.058823529411764,8,68,11.764705882352942,59,60,98.33333333333333,51,60,85,18,60,30,54,60,90,,30,0.5,,,,
tworoom,cem_observed,ablation,Perturbed,100,cem_observed,30,134,22.388059701492537,23,134,17.16417910447761,14,134,10.447761194029852,118,122,96.72131147540983,96,122,78.68852459016394,40,122,32.78688524590164,107,122,87.70491803278688,,30,0.5,,,,
tworoom,cem_observed,ablation,Perturbed 1,100,cem_observed,14,69,20.28985507246377,12,69,17.391304347826086,6,69,8.695652173913043,58,59,98.30508474576271,46,59,77.96610169491525,23,59,38.983050847457626,52,59,88.13559322033899,,30,0.5,,,,
tworoom,cem_observed,ablation,Perturbed 2,100,cem_observed,16,65,24.615384615384617,11,65,16.923076923076923,8,65,12.307692307692308,60,63,95.23809523809524,50,63,79.36507936507937,17,63,26.984126984126984,55,63,87.3015873015873,,30,0.5,,,,
tworoom,cem_observed,ablation,Standard,100,cem_observed,5,63,7.936507936507937,5,63,7.936507936507937,1,63,1.5873015873015872,58,65,89.23076923076923,49,65,75.38461538461539,29,65,44.61538461538461,54,65,83.07692307692308,,30,,10,,,
tworoom,cem_observed,ablation,Perturbed,100,cem_observed,9,133,6.7669172932330826,8,133,6.015037593984962,2,133,1.5037593984962405,113,123,91.869918699187,90,123,73.17073170731707,59,123,47.96747967479675,103,123,83.73983739837398,,30,,10,,,
tworoom,cem_observed,ablation,Perturbed 1,100,cem_observed,5,68,7.352941176470588,5,68,7.352941176470588,1,68,1.4705882352941178,56,60,93.33333333333333,41,60,68.33333333333333,28,60,46.666666666666664,51,60,85,,30,,10,,,
tworoom,cem_observed,ablation,Perturbed 2,100,cem_observed,4,65,6.153846153846154,3,65,4.615384615384615,1,65,1.5384615384615385,57,63,90.47619047619048,49,63,77.77777777777777,31,63,49.20634920634921,52,63,82.53968253968254,,30,,10,,,
tworoom,cem_observed,ablation,Standard,100,cem_observed,21,72,29.166666666666668,18,72,25,3,72,4.166666666666667,55,56,98.21428571428571,45,56,80.35714285714286,20,56,35.714285714285715,48,56,85.71428571428571,,30,,1,,,
tworoom,cem_observed,ablation,Perturbed,100,cem_observed,45,138,32.608695652173914,41,138,29.71014492753623,10,138,7.246376811594203,111,118,94.0677966101695,90,118,76.27118644067797,24,118,20.338983050847457,105,118,88.98305084745763,,30,,1,,,
tworoom,cem_observed,ablation,Perturbed 1,100,cem_observed,28,76,36.8421052631579,25,76,32.89473684210526,7,76,9.210526315789474,51,52,98.07692307692308,41,52,78.84615384615384,9,52,17.307692307692307,46,52,88.46153846153847,,30,,1,,,
tworoom,cem_observed,ablation,Perturbed 2,100,cem_observed,17,62,27.419354838709676,16,62,25.806451612903224,3,62,4.838709677419355,60,66,90.9090909090909,49,66,74.24242424242425,15,66,22.727272727272727,59,66,89.39393939393939,,30,,1,,,
tworoom,cem_observed,ablation,Standard,100,cem_observed,10,54,18.51851851851852,8,54,14.814814814814815,3,54,5.555555555555555,70,74,94.5945945945946,58,74,78.37837837837837,25,74,33.78378378378378,65,74,87.83783783783784,,30,,3,,,
tworoom,cem_observed,ablation,Perturbed,100,cem_observed,26,112,23.214285714285715,22,112,19.642857142857142,5,112,4.464285714285714,134,144,93.05555555555556,115,144,79.86111111111111,46,144,31.944444444444443,126,144,87.5,,30,,3,,,
tworoom,cem_observed,ablation,Perturbed 1,100,cem_observed,14,56,25,10,56,17.857142857142858,2,56,3.5714285714285716,67,72,93.05555555555556,55,72,76.38888888888889,21,72,29.166666666666668,64,72,88.88888888888889,,30,,3,,,
tworoom,cem_observed,ablation,Perturbed 2,100,cem_observed,12,56,21.428571428571427,12,56,21.428571428571427,3,56,5.357142857142857,67,72,93.05555555555556,60,72,83.33333333333333,25,72,34.72222222222222,62,72,86.11111111111111,,30,,3,,,
tworoom,cem_observed,budget,Standard,100,cem_observed,44,80,55,36,80,45,21,80,26.25,41,48,85.41666666666667,30,48,62.5,10,48,20.833333333333332,41,48,85.41666666666667,,5,,,,,
tworoom,cem_observed,budget,Perturbed,100,cem_observed,88,161,54.6583850931677,72,161,44.72049689440994,44,161,27.32919254658385,83,95,87.36842105263158,71,95,74.73684210526316,25,95,26.31578947368421,80,95,84.21052631578948,,5,,,,,
tworoom,cem_observed,budget,Perturbed 1,100,cem_observed,41,78,52.56410256410256,30,78,38.46153846153846,18,78,23.076923076923077,45,50,90,37,50,74,14,50,28,41,50,82,,5,,,,,
tworoom,cem_observed,budget,Perturbed 2,100,cem_observed,47,83,56.626506024096386,42,83,50.602409638554214,26,83,31.325301204819276,38,45,84.44444444444444,34,45,75.55555555555556,11,45,24.444444444444443,39,45,86.66666666666667,,5,,,,,
tworoom,cem_transport,transport,Standard,100,cem_transport,52,84,61.904761904761905,35,84,41.666666666666664,10,84,11.904761904761905,39,44,88.63636363636364,26,44,59.09090909090909,10,44,22.727272727272727,40,44,90.9090909090909,,30,,,,,
tworoom,cem_transport,transport,Perturbed,100,cem_transport,94,166,56.626506024096386,66,166,39.75903614457831,11,166,6.626506024096385,83,90,92.22222222222223,58,90,64.44444444444444,23,90,25.555555555555557,81,90,90,,30,,,,,
tworoom,cem_transport,transport,Perturbed 1,100,cem_transport,45,86,52.325581395348834,32,86,37.2093023255814,5,86,5.813953488372093,39,42,92.85714285714286,28,42,66.66666666666667,8,42,19.047619047619047,37,42,88.0952380952381,,30,,,,,
tworoom,cem_transport,transport,Perturbed 2,100,cem_transport,49,80,61.25,34,80,42.5,6,80,7.5,44,48,91.66666666666667,30,48,62.5,15,48,31.25,44,48,91.66666666666667,,30,,,,,
tworoom,rank_learned,main,Standard,100,rank_learned,1,4,25,1,4,25,0,4,0,124,124,100,121,124,97.58064516129032,39,124,31.451612903225808,101,124,81.45161290322581,,30,,,,,
tworoom,rank_learned,main,Perturbed,100,rank_learned,0,4,0,0,4,0,0,4,0,252,252,100,244,252,96.82539682539682,85,252,33.73015873015873,215,252,85.31746031746032,,30,,,,,
tworoom,rank_learned,main,Perturbed 1,100,rank_learned,0,2,0,0,2,0,0,2,0,126,126,100,120,126,95.23809523809524,39,126,30.952380952380953,110,126,87.3015873015873,,30,,,,,
tworoom,rank_learned,main,Perturbed 2,100,rank_learned,0,2,0,0,2,0,0,2,0,126,126,100,124,126,98.41269841269842,46,126,36.507936507936506,105,126,83.33333333333333,,30,,,,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,1,1,100,0,1,0,0,1,0,127,127,100,126,127,99.21259842519684,81,127,63.77952755905512,115,127,90.55118110236221,,30,,,no_delta,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,0,,0,0,,0,0,,255,256,99.609375,254,256,99.21875,170,256,66.40625,239,256,93.359375,,30,,,no_delta,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,0,,0,0,,0,0,,127,128,99.21875,126,128,98.4375,87,128,67.96875,116,128,90.625,,30,,,no_delta,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,0,,0,0,,0,0,,128,128,100,128,128,100,83,128,64.84375,123,128,96.09375,,30,,,no_delta,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,0,0,,0,0,,0,0,,126,128,98.4375,123,128,96.09375,80,128,62.5,121,128,94.53125,,30,,,no_far,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,0,,0,0,,0,0,,256,256,100,252,256,98.4375,160,256,62.5,236,256,92.1875,,30,,,no_far,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,0,,0,0,,0,0,,128,128,100,125,128,97.65625,77,128,60.15625,119,128,92.96875,,30,,,no_far,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,0,,0,0,,0,0,,128,128,100,127,128,99.21875,83,128,64.84375,117,128,91.40625,,30,,,no_far,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,0,1,0,0,1,0,0,1,0,127,127,100,126,127,99.21259842519684,88,127,69.29133858267717,116,127,91.33858267716535,,30,0.1,,,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,1,0,0,1,0,0,1,0,255,255,100,248,255,97.25490196078431,174,255,68.23529411764706,230,255,90.19607843137256,,30,0.1,,,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,1,0,0,1,0,0,1,0,127,127,100,124,127,97.63779527559055,89,127,70.07874015748031,115,127,90.55118110236221,,30,0.1,,,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,0,,0,0,,0,0,,128,128,100,124,128,96.875,85,128,66.40625,115,128,89.84375,,30,0.1,,,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,0,2,0,0,2,0,0,2,0,126,126,100,125,126,99.2063492063492,88,126,69.84126984126983,114,126,90.47619047619048,,30,0.25,,,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,3,0,0,3,0,0,3,0,251,253,99.2094861660079,248,253,98.02371541501977,170,253,67.19367588932806,220,253,86.95652173913044,,30,0.25,,,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,2,0,0,2,0,0,2,0,124,126,98.41269841269842,121,126,96.03174603174604,84,126,66.66666666666667,112,126,88.88888888888889,,30,0.25,,,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,1,0,0,1,0,0,1,0,127,127,100,127,127,100,86,127,67.71653543307086,108,127,85.03937007874016,,30,0.25,,,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,0,1,0,0,1,0,0,1,0,127,127,100,127,127,100,76,127,59.84251968503937,117,127,92.1259842519685,,30,0.5,,,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,1,0,0,1,0,0,1,0,255,255,100,254,255,99.6078431372549,174,255,68.23529411764706,231,255,90.58823529411765,,30,0.5,,,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,1,0,0,1,0,0,1,0,127,127,100,127,127,100,81,127,63.77952755905512,113,127,88.97637795275591,,30,0.5,,,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,0,,0,0,,0,0,,128,128,100,127,128,99.21875,93,128,72.65625,118,128,92.1875,,30,0.5,,,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,0,101,0,0,101,0,0,101,0,27,27,100,24,27,88.88888888888889,15,27,55.55555555555556,17,27,62.96296296296296,,30,,,,fixed,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,197,0,0,197,0,0,197,0,58,59,98.30508474576271,54,59,91.52542372881356,25,59,42.3728813559322,38,59,64.40677966101696,,30,,,,fixed,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,99,0,0,99,0,0,99,0,28,29,96.55172413793103,27,29,93.10344827586206,12,29,41.37931034482759,17,29,58.62068965517241,,30,,,,fixed,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,98,0,0,98,0,0,98,0,30,30,100,27,30,90,13,30,43.333333333333336,21,30,70,,30,,,,fixed,
tworoom,rank_observed,ablation,Standard,100,rank_observed,0,1,0,0,1,0,0,1,0,127,127,100,122,127,96.06299212598425,62,127,48.818897637795274,114,127,89.76377952755905,,30,,10,,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,2,0,0,2,0,0,2,0,253,254,99.60629921259843,242,254,95.2755905511811,140,254,55.118110236220474,221,254,87.00787401574803,,30,,10,,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,0,,0,0,,0,0,,128,128,100,123,128,96.09375,71,128,55.46875,113,128,88.28125,,30,,10,,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,2,0,0,2,0,0,2,0,125,126,99.2063492063492,119,126,94.44444444444444,69,126,54.76190476190476,108,126,85.71428571428571,,30,,10,,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,2,23,8.695652173913043,2,23,8.695652173913043,0,23,0,105,105,100,104,105,99.04761904761905,74,105,70.47619047619048,92,105,87.61904761904762,,30,,1,,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,2,41,4.878048780487805,2,41,4.878048780487805,0,41,0,215,215,100,213,215,99.06976744186046,142,215,66.04651162790698,184,215,85.5813953488372,,30,,1,,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,1,18,5.555555555555555,1,18,5.555555555555555,0,18,0,110,110,100,109,110,99.0909090909091,64,110,58.18181818181818,93,110,84.54545454545455,,30,,1,,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,1,23,4.3478260869565215,1,23,4.3478260869565215,0,23,0,105,105,100,104,105,99.04761904761905,78,105,74.28571428571429,91,105,86.66666666666667,,30,,1,,,
tworoom,rank_observed,ablation,Standard,100,rank_observed,0,2,0,0,2,0,0,2,0,126,126,100,125,126,99.2063492063492,76,126,60.317460317460316,116,126,92.06349206349206,,30,,3,,,
tworoom,rank_observed,ablation,Perturbed,100,rank_observed,0,7,0,0,7,0,0,7,0,249,249,100,247,249,99.19678714859438,156,249,62.65060240963855,224,249,89.95983935742971,,30,,3,,,
tworoom,rank_observed,ablation,Perturbed 1,100,rank_observed,0,4,0,0,4,0,0,4,0,124,124,100,123,124,99.19354838709677,75,124,60.483870967741936,113,124,91.12903225806451,,30,,3,,,
tworoom,rank_observed,ablation,Perturbed 2,100,rank_observed,0,3,0,0,3,0,0,3,0,125,125,100,124,125,99.2,81,125,64.8,111,125,88.8,,30,,3,,,
pusht,cem_final,budget,Standard,140,cem_final,104,126,82.53968253968254,98,126,77.77777777777777,88,126,69.84126984126983,0,2,0,0,2,0,0,2,0,0,2,0,,10,,,,,
pusht,cem_final,budget,Perturbed,140,cem_final,211,249,84.73895582329317,199,249,79.91967871485944,179,249,71.88755020080322,2,7,28.571428571428573,2,7,28.571428571428573,2,7,28.571428571428573,0,7,0,,10,,,,,
pusht,cem_final,budget,Perturbed 1,140,cem_final,111,125,88.8,103,125,82.4,93,125,74.4,1,3,33.333333333333336,1,3,33.333333333333336,1,3,33.333333333333336,0,3,0,,10,,,,,
pusht,cem_final,budget,Perturbed 2,140,cem_final,100,124,80.64516129032258,96,124,77.41935483870968,86,124,69.35483870967742,1,4,25,1,4,25,1,4,25,0,4,0,,10,,,,,
pusht,cem_final,budget,Standard,140,cem_final,103,126,81.74603174603175,94,126,74.60317460317461,82,126,65.07936507936508,0,2,0,0,2,0,0,2,0,0,2,0,,1,,,,,
pusht,cem_final,budget,Perturbed,140,cem_final,197,251,78.48605577689243,188,251,74.9003984063745,156,251,62.15139442231076,1,5,20,1,5,20,1,5,20,0,5,0,,1,,,,,
pusht,cem_final,budget,Perturbed 1,140,cem_final,98,126,77.77777777777777,95,126,75.39682539682539,79,126,62.698412698412696,0,2,0,0,2,0,0,2,0,0,2,0,,1,,,,,
pusht,cem_final,budget,Perturbed 2,140,cem_final,99,125,79.2,93,125,74.4,77,125,61.6,1,3,33.333333333333336,1,3,33.333333333333336,1,3,33.333333333333336,0,3,0,,1,,,,,
pusht,cem_final,budget,Standard,140,cem_final,105,126,83.33333333333333,104,126,82.53968253968254,95,126,75.39682539682539,0,2,0,0,2,0,0,2,0,0,2,0,,2,,,,,
pusht,cem_final,budget,Perturbed,140,cem_final,218,251,86.85258964143426,204,251,81.27490039840637,186,251,74.10358565737052,1,5,20,1,5,20,1,5,20,0,5,0,,2,,,,,
pusht,cem_final,budget,Perturbed 1,140,cem_final,113,126,89.68253968253968,107,126,84.92063492063492,97,126,76.98412698412699,0,2,0,0,2,0,0,2,0,0,2,0,,2,,,,,
pusht,cem_final,budget,Perturbed 2,140,cem_final,105,125,84,97,125,77.6,89,125,71.2,1,3,33.333333333333336,1,3,33.333333333333336,1,3,33.333333333333336,0,3,0,,2,,,,,
pusht,cem_final,budget,Standard,140,cem_final,108,126,85.71428571428571,107,126,84.92063492063492,89,126,70.63492063492063,0,2,0,0,2,0,0,2,0,0,2,0,,5,,,,,
pusht,cem_final,budget,Perturbed,140,cem_final,225,251,89.64143426294821,211,251,84.06374501992032,194,251,77.29083665338645,1,5,20,1,5,20,1,5,20,0,5,0,,5,,,,,
pusht,cem_final,budget,Perturbed 1,140,cem_final,111,126,88.0952380952381,101,126,80.15873015873017,91,126,72.22222222222223,0,2,0,0,2,0,0,2,0,0,2,0,,5,,,,,
pusht,cem_final,budget,Perturbed 2,140,cem_final,114,125,91.2,110,125,88,103,125,82.4,1,3,33.333333333333336,1,3,33.333333333333336,1,3,33.333333333333336,0,3,0,,5,,,,,
pusht,cem_learned,budget,Standard,140,cem_learned,57,66,86.36363636363636,56,66,84.84848484848484,51,66,77.27272727272727,61,62,98.38709677419355,59,62,95.16129032258064,53,62,85.48387096774194,56,62,90.3225806451613,,10,,,,,
pusht,cem_learned,budget,Perturbed,140,cem_learned,121,142,85.21126760563381,116,142,81.69014084507042,104,142,73.2394366197183,114,114,100,109,114,95.6140350877193,96,114,84.21052631578948,104,114,91.2280701754386,,10,,,,,
pusht,cem_learned,budget,Perturbed 1,140,cem_learned,63,75,84,62,75,82.66666666666667,56,75,74.66666666666667,53,53,100,50,53,94.33962264150944,44,53,83.01886792452831,46,53,86.79245283018868,,10,,,,,
pusht,cem_learned,budget,Perturbed 2,140,cem_learned,58,67,86.56716417910448,54,67,80.59701492537313,48,67,71.64179104477611,61,61,100,59,61,96.72131147540983,52,61,85.24590163934427,58,61,95.08196721311475,,10,,,,,
pusht,cem_learned,budget,Standard,140,cem_learned,46,123,37.39837398373984,36,123,29.26829268292683,21,123,17.073170731707318,3,5,60,2,5,40,1,5,20,2,5,40,,1,,,,,
pusht,cem_learned,budget,Perturbed,140,cem_learned,94,246,38.21138211382114,71,246,28.86178861788618,51,246,20.73170731707317,5,10,50,5,10,50,2,10,20,6,10,60,,1,,,,,
pusht,cem_learned,budget,Perturbed 1,140,cem_learned,45,122,36.885245901639344,33,122,27.049180327868854,21,122,17.21311475409836,3,6,50,3,6,50,2,6,33.333333333333336,2,6,33.333333333333336,,1,,,,,
pusht,cem_learned,budget,Perturbed 2,140,cem_learned,49,124,39.516129032258064,38,124,30.64516129032258,30,124,24.193548387096776,2,4,50,2,4,50,0,4,0,4,4,100,,1,,,,,
pusht,cem_learned,budget,Standard,140,cem_learned,66,95,69.47368421052632,48,95,50.526315789473685,26,95,27.36842105263158,30,33,90.9090909090909,30,33,90.9090909090909,24,33,72.72727272727273,28,33,84.84848484848484,,2,,,,,
pusht,cem_learned,budget,Perturbed,140,cem_learned,129,187,68.98395721925134,99,187,52.94117647058823,49,187,26.203208556149733,61,69,88.40579710144928,58,69,84.05797101449275,53,69,76.81159420289855,57,69,82.6086956521739,,2,,,,,
pusht,cem_learned,budget,Perturbed 1,140,cem_learned,61,91,67.03296703296704,48,91,52.747252747252745,24,91,26.373626373626372,33,37,89.1891891891892,31,37,83.78378378378379,28,37,75.67567567567568,31,37,83.78378378378379,,2,,,,,
pusht,cem_learned,budget,Perturbed 2,140,cem_learned,68,96,70.83333333333333,51,96,53.125,25,96,26.041666666666668,28,32,87.5,27,32,84.375,25,32,78.125,26,32,81.25,,2,,,,,
pusht,cem_learned,main,Standard,140,cem_learned,54,61,88.52459016393442,49,61,80.32786885245902,41,61,67.21311475409836,67,67,100,66,67,98.50746268656717,60,67,89.55223880597015,60,67,89.55223880597015,,30,,,,,
pusht,cem_learned,main,Perturbed,140,cem_learned,113,131,86.25954198473282,107,131,81.6793893129771,93,131,70.99236641221374,125,125,100,124,125,99.2,115,125,92,116,125,92.8,,30,,,,,
pusht,cem_learned,main,Perturbed 1,140,cem_learned,59,66,89.39393939393939,56,66,84.84848484848484,49,66,74.24242424242425,62,62,100,62,62,100,58,62,93.54838709677419,54,62,87.09677419354838,,30,,,,,
pusht,cem_learned,main,Perturbed 2,140,cem_learned,54,65,83.07692307692308,51,65,78.46153846153847,44,65,67.6923076923077,63,63,100,62,63,98.41269841269842,57,63,90.47619047619048,62,63,98.41269841269842,,30,,,,,
pusht,cem_learned,budget,Standard,140,cem_learned,63,71,88.73239436619718,56,71,78.87323943661971,49,71,69.01408450704226,54,57,94.73684210526316,54,57,94.73684210526316,51,57,89.47368421052632,50,57,87.71929824561404,,5,,,,,
pusht,cem_learned,budget,Perturbed,140,cem_learned,135,149,90.60402684563758,126,149,84.56375838926175,106,149,71.14093959731544,103,107,96.26168224299066,97,107,90.65420560747664,89,107,83.17757009345794,95,107,88.78504672897196,,5,,,,,
pusht,cem_learned,budget,Perturbed 1,140,cem_learned,68,75,90.66666666666667,65,75,86.66666666666667,56,75,74.66666666666667,51,53,96.22641509433963,49,53,92.45283018867924,45,53,84.90566037735849,48,53,90.56603773584905,,5,,,,,
pusht,cem_learned,budget,Perturbed 2,140,cem_learned,67,74,90.54054054054055,61,74,82.43243243243244,50,74,67.56756756756756,52,54,96.29629629629629,48,54,88.88888888888889,44,54,81.48148148148148,47,54,87.03703703703704,,5,,,,,
pusht,cem_observed,budget,Standard,140,cem_observed,32,39,82.05128205128206,32,39,82.05128205128206,30,39,76.92307692307692,89,89,100,87,89,97.75280898876404,85,89,95.50561797752809,84,89,94.38202247191012,,10,,,,,
pusht,cem_observed,budget,Perturbed,140,cem_observed,74,82,90.2439024390244,69,82,84.14634146341463,59,82,71.95121951219512,174,174,100,173,174,99.42528735632185,171,174,98.27586206896552,167,174,95.97701149425288,,10,,,,,
pusht,cem_observed,budget,Perturbed 1,140,cem_observed,40,44,90.9090909090909,38,44,86.36363636363636,34,44,77.27272727272727,84,84,100,83,84,98.80952380952381,83,84,98.80952380952381,80,84,95.23809523809524,,10,,,,,
pusht,cem_observed,budget,Perturbed 2,140,cem_observed,34,38,89.47368421052632,31,38,81.57894736842105,25,38,65.78947368421052,90,90,100,90,90,100,88,90,97.77777777777777,87,90,96.66666666666667,,10,,,,,
