task,query_ordinal,condition,selector,entered_policy,success,primitive_steps,first_candidate_rank
cube,91,prefix_b,Displacement-Observed,1,1,24,0
cube,92,clean,Direct,1,1,39,0
cube,92,clean,Predictor-Final,1,1,17,7
cube,92,clean,Predictor-Observed,1,1,26,2
cube,92,clean,Predictor-Learned,1,1,17,7
cube,92,clean,Simulator-Final,1,1,17,7
cube,92,clean,Simulator-Observed,1,1,27,3
cube,92,clean,Simulator-Learned,1,1,17,7
cube,92,clean,Displacement-Observed,1,1,39,0
cube,92,prefix_a,Direct,1,1,21,0
cube,92,prefix_a,Predictor-Final,1,1,23,6
cube,92,prefix_a,Predictor-Observed,1,1,21,0
cube,92,prefix_a,Predictor-Learned,1,1,32,3
cube,92,prefix_a,Simulator-Final,1,1,23,6
cube,92,prefix_a,Simulator-Observed,1,1,21,0
cube,92,prefix_a,Simulator-Learned,1,1,32,3
cube,92,prefix_a,Displacement-Observed,1,1,21,0
cube,92,prefix_b,Direct,1,1,23,0
cube,92,prefix_b,Predictor-Final,1,1,43,1
cube,92,prefix_b,Predictor-Observed,1,1,23,0
cube,92,prefix_b,Predictor-Learned,1,1,23,4
cube,92,prefix_b,Simulator-Final,1,1,37,2
cube,92,prefix_b,Simulator-Observed,1,1,23,0
cube,92,prefix_b,Simulator-Learned,1,1,23,4
cube,92,prefix_b,Displacement-Observed,1,1,23,0
cube,93,clean,Direct,1,0,150,0
cube,93,clean,Predictor-Final,1,0,150,5
cube,93,clean,Predictor-Observed,1,0,150,7
cube,93,clean,Predictor-Learned,1,0,150,4
cube,93,clean,Simulator-Final,1,0,150,5
cube,93,clean,Simulator-Observed,1,0,150,1
cube,93,clean,Simulator-Learned,1,0,150,4
cube,93,clean,Displacement-Observed,1,0,150,0
cube,93,prefix_a,Direct,1,0,150,0
cube,93,prefix_a,Predictor-Final,1,0,150,6
cube,93,prefix_a,Predictor-Observed,1,0,150,5
cube,93,prefix_a,Predictor-Learned,1,0,150,5
cube,93,prefix_a,Simulator-Final,1,0,150,6
cube,93,prefix_a,Simulator-Observed,1,0,150,5
cube,93,prefix_a,Simulator-Learned,1,0,150,5
cube,93,prefix_a,Displacement-Observed,1,0,150,0
cube,93,prefix_b,Direct,1,0,150,0
cube,93,prefix_b,Predictor-Final,1,0,150,5
cube,93,prefix_b,Predictor-Observed,1,0,150,7
cube,93,prefix_b,Predictor-Learned,1,0,150,7
cube,93,prefix_b,Simulator-Final,1,0,150,5
cube,93,prefix_b,Simulator-Observed,1,0,150,7
cube,93,prefix_b,Simulator-Learned,1,0,150,7
cube,93,prefix_b,Displacement-Observed,1,0,150,0
cube,94,clean,Direct,1,1,33,0
cube,94,clean,Predictor-Final,1,1,39,7
cube,94,clean,Predictor-Observed,1,1,33,1
cube,94,clean,Predictor-Learned,1,1,33,0
cube,94,clean,Simulator-Final,1,1,39,7
cube,94,clean,Simulator-Observed,1,1,33,5
cube,94,clean,Simulator-Learned,1,1,33,0
cube,94,clean,Displacement-Observed,1,1,33,1
cube,94,prefix_a,Direct,1,0,150,0
cube,94,prefix_a,Predictor-Final,1,0,150,5
cube,94,prefix_a,Predictor-Observed,1,0,150,0
cube,94,prefix_a,Predictor-Learned,1,0,150,2
cube,94,prefix_a,Simulator-Final,1,0,150,3
cube,94,prefix_a,Simulator-Observed,1,0,150,1
cube,94,prefix_a,Simulator-Learned,1,0,150,1
cube,94,prefix_a,Displacement-Observed,1,0,150,0
cube,94,prefix_b,Direct,1,1,35,0
cube,94,prefix_b,Predictor-Final,1,1,41,4
cube,94,prefix_b,Predictor-Observed,1,1,36,1
cube,94,prefix_b,Predictor-Learned,1,1,37,2
cube,94,prefix_b,Simulator-Final,1,1,41,4
cube,94,prefix_b,Simulator-Observed,1,1,36,1
cube,94,prefix_b,Simulator-Learned,1,1,37,2
cube,94,prefix_b,Displacement-Observed,1,1,35,0
cube,95,clean,Direct,1,1,53,0
cube,95,clean,Predictor-Final,1,0,150,2
cube,95,clean,Predictor-Observed,1,1,53,5
cube,95,clean,Predictor-Learned,1,1,47,7
cube,95,clean,Simulator-Final,1,0,150,2
cube,95,clean,Simulator-Observed,1,1,53,5
cube,95,clean,Simulator-Learned,1,1,47,7
cube,95,clean,Displacement-Observed,1,1,47,7
cube,95,prefix_a,Direct,1,1,49,0
cube,95,prefix_a,Predictor-Final,1,0,150,2
cube,95,prefix_a,Predictor-Observed,1,1,49,3
cube,95,prefix_a,Predictor-Learned,1,1,62,7
cube,95,prefix_a,Simulator-Final,1,0,150,2
cube,95,prefix_a,Simulator-Observed,1,1,49,5
cube,95,prefix_a,Simulator-Learned,1,1,62,7
cube,95,prefix_a,Displacement-Observed,1,1,62,7
cube,95,prefix_b,Direct,1,0,150,0
cube,95,prefix_b,Predictor-Final,1,0,150,2
cube,95,prefix_b,Predictor-Observed,1,0,150,5
cube,95,prefix_b,Predictor-Learned,1,0,150,7
cube,95,prefix_b,Simulator-Final,1,0,150,2
cube,95,prefix_b,Simulator-Observed,1,0,150,2
cube,95,prefix_b,Simulator-Learned,1,0,150,7
cube,95,prefix_b,Displacement-Observed,1,0,150,7
cube,96,clean,Direct,1,1,40,0
cube,96,clean,Predictor-Final,1,1,38,7
cube,96,clean,Predictor-Observed,1,1,39,4
cube,96,clean,Predictor-Learned,1,1,40,0
cube,96,clean,Simulator-Final,1,1,45,6
cube,96,clean,Simulator-Observed,1,1,39,4
cube,96,clean,Simulator-Learned,1,1,40,0
cube,96,clean,Displacement-Observed,1,1,40,2
cube,96,prefix_a,Direct,1,0,150,0
cube,96,prefix_a,Predictor-Final,1,0,150,7
cube,96,prefix_a,Predictor-Observed,1,0,150,4
cube,96,prefix_a,Predictor-Learned,1,0,150,4
cube,96,prefix_a,Simulator-Final,1,0,150,6
cube,96,prefix_a,Simulator-Observed,1,0,150,1
cube,96,prefix_a,Simulator-Learned,1,0,150,1
cube,96,prefix_a,Displacement-Observed,1,0,150,1
cube,96,prefix_b,Direct,1,1,41,0
cube,96,prefix_b,Predictor-Final,1,1,40,3
cube,96,prefix_b,Predictor-Observed,1,1,41,7
cube,96,prefix_b,Predictor-Learned,1,1,41,5
cube,96,prefix_b,Simulator-Final,1,1,41,5
cube,96,prefix_b,Simulator-Observed,1,1,41,7
cube,96,prefix_b,Simulator-Learned,1,1,40,3
cube,96,prefix_b,Displacement-Observed,1,1,40,3
cube,97,clean,Direct,1,1,23,0
cube,97,clean,Predictor-Final,1,1,25,5
cube,97,clean,Predictor-Observed,1,1,23,0
cube,97,clean,Predictor-Learned,1,1,35,6
cube,97,clean,Simulator-Final,1,1,25,5
cube,97,clean,Simulator-Observed,1,1,27,7
cube,97,clean,Simulator-Learned,1,1,35,6
cube,97,clean,Displacement-Observed,1,1,35,6
cube,97,prefix_a,Direct,1,1,38,0
cube,97,prefix_a,Predictor-Final,1,1,24,3
cube,97,prefix_a,Predictor-Observed,1,1,38,0
cube,97,prefix_a,Predictor-Learned,1,1,43,7
cube,97,prefix_a,Simulator-Final,1,1,24,3
cube,97,prefix_a,Simulator-Observed,1,1,38,0
cube,97,prefix_a,Simulator-Learned,1,1,43,7
cube,97,prefix_a,Displacement-Observed,1,1,38,0
cube,97,prefix_b,Direct,1,0,150,0
cube,97,prefix_b,Predictor-Final,1,0,150,6
cube,97,prefix_b,Predictor-Observed,1,0,150,6
cube,97,prefix_b,Predictor-Learned,1,0,150,3
cube,97,prefix_b,Simulator-Final,1,0,150,3
cube,97,prefix_b,Simulator-Observed,1,0,150,6
cube,97,prefix_b,Simulator-Learned,1,0,150,0
cube,97,prefix_b,Displacement-Observed,1,0,150,4
cube,98,clean,Direct,1,1,23,0
cube,98,clean,Predictor-Final,1,1,16,4
cube,98,clean,Predictor-Observed,1,1,19,3
cube,98,clean,Predictor-Learned,1,1,16,6
cube,98,clean,Simulator-Final,1,1,16,4
cube,98,clean,Simulator-Observed,1,1,19,3
cube,98,clean,Simulator-Learned,1,1,17,2
cube,98,clean,Displacement-Observed,1,1,23,0
cube,98,prefix_a,Direct,1,1,21,0
cube,98,prefix_a,Predictor-Final,1,1,12,6
cube,98,prefix_a,Predictor-Observed,1,1,21,0
cube,98,prefix_a,Predictor-Learned,1,1,19,1
cube,98,prefix_a,Simulator-Final,1,1,12,6
cube,98,prefix_a,Simulator-Observed,1,1,21,0
cube,98,prefix_a,Simulator-Learned,1,1,21,0
cube,98,prefix_a,Displacement-Observed,1,1,21,0
cube,98,prefix_b,Direct,1,0,150,0
cube,98,prefix_b,Predictor-Final,1,0,150,4
cube,98,prefix_b,Predictor-Observed,1,0,150,6
cube,98,prefix_b,Predictor-Learned,1,0,150,2
cube,98,prefix_b,Simulator-Final,1,0,150,4
cube,98,prefix_b,Simulator-Observed,1,0,150,1
cube,98,prefix_b,Simulator-Learned,1,0,150,1
cube,98,prefix_b,Displacement-Observed,1,0,150,0
cube,99,clean,Direct,1,1,32,0
cube,99,clean,Predictor-Final,1,1,28,5
cube,99,clean,Predictor-Observed,1,1,31,2
cube,99,clean,Predictor-Learned,1,1,29,7
cube,99,clean,Simulator-Final,1,1,28,3
cube,99,clean,Simulator-Observed,1,1,31,2
cube,99,clean,Simulator-Learned,1,1,29,7
cube,99,clean,Displacement-Observed,1,1,29,7
cube,99,prefix_a,Direct,1,0,150,0
cube,99,prefix_a,Predictor-Final,1,0,150,7
cube,99,prefix_a,Predictor-Observed,1,0,150,7
cube,99,prefix_a,Predictor-Learned,1,0,150,5
cube,99,prefix_a,Simulator-Final,1,0,150,5
cube,99,prefix_a,Simulator-Observed,1,0,150,6
cube,99,prefix_a,Simulator-Learned,1,0,150,5
cube,99,prefix_a,Displacement-Observed,1,0,150,2
cube,99,prefix_b,Direct,1,0,150,0
cube,99,prefix_b,Predictor-Final,1,0,150,6
cube,99,prefix_b,Predictor-Observed,1,0,150,1
cube,99,prefix_b,Predictor-Learned,1,0,150,7
cube,99,prefix_b,Simulator-Final,1,0,150,6
cube,99,prefix_b,Simulator-Observed,1,0,150,4
cube,99,prefix_b,Simulator-Learned,1,0,150,3
cube,99,prefix_b,Displacement-Observed,1,0,150,4
cube,100,clean,Direct,1,1,26,0
