task,query_ordinal,condition,selector,entered_policy,success,primitive_steps,first_candidate_rank
reacher,31,prefix_b,Predictor-Observed,1,1,142,1
reacher,31,prefix_b,Predictor-Learned,1,1,160,3
reacher,31,prefix_b,Simulator-Final,1,1,170,5
reacher,31,prefix_b,Simulator-Observed,1,1,142,1
reacher,31,prefix_b,Simulator-Learned,1,1,160,3
reacher,31,prefix_b,Displacement-Observed,1,1,142,1
reacher,32,clean,Direct,1,1,151,0
reacher,32,clean,Predictor-Final,1,1,150,6
reacher,32,clean,Predictor-Observed,1,1,151,0
reacher,32,clean,Predictor-Learned,1,1,154,5
reacher,32,clean,Simulator-Final,1,1,160,4
reacher,32,clean,Simulator-Observed,1,1,160,4
reacher,32,clean,Simulator-Learned,1,1,148,2
reacher,32,clean,Displacement-Observed,1,1,151,0
reacher,32,prefix_a,Direct,1,1,132,0
reacher,32,prefix_a,Predictor-Final,1,1,155,2
reacher,32,prefix_a,Predictor-Observed,1,1,156,7
reacher,32,prefix_a,Predictor-Learned,1,1,151,6
reacher,32,prefix_a,Simulator-Final,1,1,155,2
reacher,32,prefix_a,Simulator-Observed,1,1,155,2
reacher,32,prefix_a,Simulator-Learned,1,1,156,4
reacher,32,prefix_a,Displacement-Observed,1,1,132,0
reacher,32,prefix_b,Direct,1,1,200,0
reacher,32,prefix_b,Predictor-Final,1,1,152,5
reacher,32,prefix_b,Predictor-Observed,1,1,200,0
reacher,32,prefix_b,Predictor-Learned,1,1,170,7
reacher,32,prefix_b,Simulator-Final,1,1,153,4
reacher,32,prefix_b,Simulator-Observed,1,1,153,4
reacher,32,prefix_b,Simulator-Learned,1,1,170,7
reacher,32,prefix_b,Displacement-Observed,1,1,200,0
reacher,33,clean,Direct,1,1,174,0
reacher,33,clean,Predictor-Final,1,1,265,5
reacher,33,clean,Predictor-Observed,1,1,174,0
reacher,33,clean,Predictor-Learned,1,1,147,4
reacher,33,clean,Simulator-Final,1,1,191,7
reacher,33,clean,Simulator-Observed,1,1,255,3
reacher,33,clean,Simulator-Learned,1,1,191,7
reacher,33,clean,Displacement-Observed,1,1,174,0
reacher,33,prefix_a,Direct,1,1,149,0
reacher,33,prefix_a,Predictor-Final,1,1,147,2
reacher,33,prefix_a,Predictor-Observed,1,1,149,0
reacher,33,prefix_a,Predictor-Learned,1,1,182,6
reacher,33,prefix_a,Simulator-Final,1,1,146,5
reacher,33,prefix_a,Simulator-Observed,1,1,149,0
reacher,33,prefix_a,Simulator-Learned,1,1,146,5
reacher,33,prefix_a,Displacement-Observed,1,1,159,7
reacher,33,prefix_b,Direct,1,1,148,0
reacher,33,prefix_b,Predictor-Final,1,1,159,6
reacher,33,prefix_b,Predictor-Observed,1,1,149,4
reacher,33,prefix_b,Predictor-Learned,1,1,159,6
reacher,33,prefix_b,Simulator-Final,1,1,150,5
reacher,33,prefix_b,Simulator-Observed,1,1,149,4
reacher,33,prefix_b,Simulator-Learned,1,1,159,6
reacher,33,prefix_b,Displacement-Observed,1,1,149,4
reacher,34,clean,Direct,1,1,180,0
reacher,34,clean,Predictor-Final,1,1,180,0
reacher,34,clean,Predictor-Observed,1,1,34,1
reacher,34,clean,Predictor-Learned,1,1,183,4
reacher,34,clean,Simulator-Final,1,1,180,0
reacher,34,clean,Simulator-Observed,1,1,180,0
reacher,34,clean,Simulator-Learned,1,1,183,4
reacher,34,clean,Displacement-Observed,1,1,34,1
reacher,34,prefix_a,Direct,1,1,150,0
reacher,34,prefix_a,Predictor-Final,1,1,143,1
reacher,34,prefix_a,Predictor-Observed,1,1,150,0
reacher,34,prefix_a,Predictor-Learned,1,1,161,6
reacher,34,prefix_a,Simulator-Final,1,1,76,7
reacher,34,prefix_a,Simulator-Observed,1,1,150,0
reacher,34,prefix_a,Simulator-Learned,1,1,161,6
reacher,34,prefix_a,Displacement-Observed,1,1,150,0
reacher,34,prefix_b,Direct,1,1,162,0
reacher,34,prefix_b,Predictor-Final,1,1,181,1
reacher,34,prefix_b,Predictor-Observed,1,1,159,2
reacher,34,prefix_b,Predictor-Learned,1,1,151,3
reacher,34,prefix_b,Simulator-Final,1,1,148,6
reacher,34,prefix_b,Simulator-Observed,1,1,159,2
reacher,34,prefix_b,Simulator-Learned,1,1,151,3
reacher,34,prefix_b,Displacement-Observed,1,1,162,0
reacher,35,clean,Direct,1,1,141,0
reacher,35,clean,Predictor-Final,1,1,174,2
reacher,35,clean,Predictor-Observed,1,1,150,5
reacher,35,clean,Predictor-Learned,1,1,141,0
reacher,35,clean,Simulator-Final,1,1,174,2
reacher,35,clean,Simulator-Observed,1,1,146,7
reacher,35,clean,Simulator-Learned,1,1,141,0
reacher,35,clean,Displacement-Observed,1,1,150,5
reacher,35,prefix_a,Direct,1,1,141,0
reacher,35,prefix_a,Predictor-Final,1,1,151,5
reacher,35,prefix_a,Predictor-Observed,1,1,141,0
reacher,35,prefix_a,Predictor-Learned,1,1,138,2
reacher,35,prefix_a,Simulator-Final,1,1,155,6
reacher,35,prefix_a,Simulator-Observed,1,1,138,2
reacher,35,prefix_a,Simulator-Learned,1,1,138,2
reacher,35,prefix_a,Displacement-Observed,1,1,141,0
reacher,35,prefix_b,Direct,1,1,149,0
reacher,35,prefix_b,Predictor-Final,1,1,147,2
reacher,35,prefix_b,Predictor-Observed,1,1,149,0
reacher,35,prefix_b,Predictor-Learned,1,1,150,3
reacher,35,prefix_b,Simulator-Final,1,1,147,2
reacher,35,prefix_b,Simulator-Observed,1,1,146,1
reacher,35,prefix_b,Simulator-Learned,1,1,164,7
reacher,35,prefix_b,Displacement-Observed,1,1,149,0
reacher,36,clean,Direct,1,1,153,0
reacher,36,clean,Predictor-Final,1,1,71,7
reacher,36,clean,Predictor-Observed,1,1,150,2
reacher,36,clean,Predictor-Learned,1,1,139,3
reacher,36,clean,Simulator-Final,1,1,72,4
reacher,36,clean,Simulator-Observed,1,1,150,2
reacher,36,clean,Simulator-Learned,1,1,71,7
reacher,36,clean,Displacement-Observed,1,1,153,0
reacher,36,prefix_a,Direct,1,1,195,0
reacher,36,prefix_a,Predictor-Final,1,1,180,1
reacher,36,prefix_a,Predictor-Observed,1,1,195,0
reacher,36,prefix_a,Predictor-Learned,1,1,174,5
reacher,36,prefix_a,Simulator-Final,1,1,180,1
reacher,36,prefix_a,Simulator-Observed,1,1,146,3
reacher,36,prefix_a,Simulator-Learned,1,1,174,5
reacher,36,prefix_a,Displacement-Observed,1,1,195,0
reacher,36,prefix_b,Direct,1,1,117,0
reacher,36,prefix_b,Predictor-Final,1,1,144,1
reacher,36,prefix_b,Predictor-Observed,1,1,34,3
reacher,36,prefix_b,Predictor-Learned,1,1,150,2
reacher,36,prefix_b,Simulator-Final,1,1,144,1
reacher,36,prefix_b,Simulator-Observed,1,1,34,3
reacher,36,prefix_b,Simulator-Learned,1,1,150,2
reacher,36,prefix_b,Displacement-Observed,1,1,117,0
reacher,37,clean,Direct,1,1,142,0
reacher,37,clean,Predictor-Final,1,1,152,1
reacher,37,clean,Predictor-Observed,1,1,152,1
reacher,37,clean,Predictor-Learned,1,1,226,3
reacher,37,clean,Simulator-Final,1,1,152,5
reacher,37,clean,Simulator-Observed,1,1,152,1
reacher,37,clean,Simulator-Learned,1,1,226,3
reacher,37,clean,Displacement-Observed,1,1,142,0
reacher,37,prefix_a,Direct,1,1,164,0
reacher,37,prefix_a,Predictor-Final,1,1,156,5
reacher,37,prefix_a,Predictor-Observed,1,1,164,0
reacher,37,prefix_a,Predictor-Learned,1,1,164,0
reacher,37,prefix_a,Simulator-Final,1,1,156,5
reacher,37,prefix_a,Simulator-Observed,1,1,152,3
reacher,37,prefix_a,Simulator-Learned,1,1,164,0
reacher,37,prefix_a,Displacement-Observed,1,1,164,0
reacher,37,prefix_b,Direct,1,1,164,0
reacher,37,prefix_b,Predictor-Final,1,1,164,0
reacher,37,prefix_b,Predictor-Observed,1,1,152,2
reacher,37,prefix_b,Predictor-Learned,1,1,164,0
reacher,37,prefix_b,Simulator-Final,1,1,164,0
reacher,37,prefix_b,Simulator-Observed,1,1,152,2
reacher,37,prefix_b,Simulator-Learned,1,1,164,0
reacher,37,prefix_b,Displacement-Observed,1,1,266,6
reacher,38,clean,Direct,1,1,203,0
reacher,38,clean,Predictor-Final,1,1,160,4
reacher,38,clean,Predictor-Observed,1,1,156,2
reacher,38,clean,Predictor-Learned,1,1,150,3
reacher,38,clean,Simulator-Final,1,1,203,0
reacher,38,clean,Simulator-Observed,1,1,156,2
reacher,38,clean,Simulator-Learned,1,1,144,7
reacher,38,clean,Displacement-Observed,1,1,203,0
reacher,38,prefix_a,Direct,1,1,150,0
reacher,38,prefix_a,Predictor-Final,1,1,144,1
reacher,38,prefix_a,Predictor-Observed,1,1,152,7
reacher,38,prefix_a,Predictor-Learned,1,1,135,3
reacher,38,prefix_a,Simulator-Final,1,1,148,6
reacher,38,prefix_a,Simulator-Observed,1,1,135,3
reacher,38,prefix_a,Simulator-Learned,1,1,150,0
reacher,38,prefix_a,Displacement-Observed,1,1,152,7
reacher,38,prefix_b,Direct,1,1,146,0
reacher,38,prefix_b,Predictor-Final,1,1,154,1
reacher,38,prefix_b,Predictor-Observed,1,1,146,0
reacher,38,prefix_b,Predictor-Learned,1,1,146,6
reacher,38,prefix_b,Simulator-Final,1,1,152,2
reacher,38,prefix_b,Simulator-Observed,1,1,140,5
reacher,38,prefix_b,Simulator-Learned,1,1,145,7
reacher,38,prefix_b,Displacement-Observed,1,1,146,0
reacher,39,clean,Direct,1,1,174,0
reacher,39,clean,Predictor-Final,1,1,201,6
reacher,39,clean,Predictor-Observed,1,1,174,0
reacher,39,clean,Predictor-Learned,1,1,156,5
reacher,39,clean,Simulator-Final,1,1,174,0
reacher,39,clean,Simulator-Observed,1,1,174,0
reacher,39,clean,Simulator-Learned,1,1,156,5
reacher,39,clean,Displacement-Observed,1,1,174,0
reacher,39,prefix_a,Direct,1,1,151,0
reacher,39,prefix_a,Predictor-Final,1,1,160,5
reacher,39,prefix_a,Predictor-Observed,1,1,151,0
reacher,39,prefix_a,Predictor-Learned,1,1,160,5
reacher,39,prefix_a,Simulator-Final,1,1,151,0
reacher,39,prefix_a,Simulator-Observed,1,1,151,0
reacher,39,prefix_a,Simulator-Learned,1,1,151,0
reacher,39,prefix_a,Displacement-Observed,1,1,151,0
reacher,39,prefix_b,Direct,1,1,150,0
reacher,39,prefix_b,Predictor-Final,1,1,158,4
reacher,39,prefix_b,Predictor-Observed,1,1,161,7
reacher,39,prefix_b,Predictor-Learned,1,1,161,7
reacher,39,prefix_b,Simulator-Final,1,1,152,1
reacher,39,prefix_b,Simulator-Observed,1,1,150,0
reacher,39,prefix_b,Simulator-Learned,1,1,158,4
reacher,39,prefix_b,Displacement-Observed,1,1,161,7
reacher,40,clean,Direct,1,1,161,0
reacher,40,clean,Predictor-Final,1,1,175,3
reacher,40,clean,Predictor-Observed,1,1,151,4
reacher,40,clean,Predictor-Learned,1,1,161,0
reacher,40,clean,Simulator-Final,1,1,175,3
reacher,40,clean,Simulator-Observed,1,1,151,4
reacher,40,clean,Simulator-Learned,1,1,195,5
reacher,40,clean,Displacement-Observed,1,1,151,4
reacher,40,prefix_a,Direct,1,1,173,0
reacher,40,prefix_a,Predictor-Final,1,1,138,1
reacher,40,prefix_a,Predictor-Observed,1,1,173,0
reacher,40,prefix_a,Predictor-Learned,1,1,156,3
reacher,40,prefix_a,Simulator-Final,1,1,138,1
reacher,40,prefix_a,Simulator-Observed,1,1,141,5
reacher,40,prefix_a,Simulator-Learned,1,1,156,3
reacher,40,prefix_a,Displacement-Observed,1,1,173,0
reacher,40,prefix_b,Direct,1,1,159,0
reacher,40,prefix_b,Predictor-Final,1,1,196,4
reacher,40,prefix_b,Predictor-Observed,1,1,118,7
reacher,40,prefix_b,Predictor-Learned,1,1,196,4
reacher,40,prefix_b,Simulator-Final,1,1,196,4
reacher,40,prefix_b,Simulator-Observed,1,1,118,7
reacher,40,prefix_b,Simulator-Learned,1,1,196,4
reacher,40,prefix_b,Displacement-Observed,1,1,198,1
reacher,41,clean,Direct,1,1,153,0
reacher,41,clean,Predictor-Final,1,1,145,3
reacher,41,clean,Predictor-Observed,1,1,153,0
reacher,41,clean,Predictor-Learned,1,1,101,1
reacher,41,clean,Simulator-Final,1,1,153,0
reacher,41,clean,Simulator-Observed,1,1,153,0
reacher,41,clean,Simulator-Learned,1,1,147,2
reacher,41,clean,Displacement-Observed,1,1,153,0
reacher,41,prefix_a,Direct,1,1,121,0
reacher,41,prefix_a,Predictor-Final,1,1,121,0
reacher,41,prefix_a,Predictor-Observed,1,1,163,1
reacher,41,prefix_a,Predictor-Learned,1,1,155,5
reacher,41,prefix_a,Simulator-Final,1,1,121,0
reacher,41,prefix_a,Simulator-Observed,1,1,121,0
reacher,41,prefix_a,Simulator-Learned,1,1,155,5
reacher,41,prefix_a,Displacement-Observed,1,1,121,0
reacher,41,prefix_b,Direct,1,1,107,0
reacher,41,prefix_b,Predictor-Final,1,1,165,1
reacher,41,prefix_b,Predictor-Observed,1,1,165,1
reacher,41,prefix_b,Predictor-Learned,1,1,139,6
reacher,41,prefix_b,Simulator-Final,1,1,165,1
reacher,41,prefix_b,Simulator-Observed,1,1,137,2
reacher,41,prefix_b,Simulator-Learned,1,1,161,4
reacher,41,prefix_b,Displacement-Observed,1,1,107,0
reacher,42,clean,Direct,1,1,161,0
reacher,42,clean,Predictor-Final,1,1,129,6
reacher,42,clean,Predictor-Observed,1,1,161,0
reacher,42,clean,Predictor-Learned,1,1,157,1
reacher,42,clean,Simulator-Final,1,1,157,1
reacher,42,clean,Simulator-Observed,1,1,149,3
reacher,42,clean,Simulator-Learned,1,1,129,6
reacher,42,clean,Displacement-Observed,1,1,161,0
reacher,42,prefix_a,Direct,1,1,91,0
reacher,42,prefix_a,Predictor-Final,1,1,139,7
reacher,42,prefix_a,Predictor-Observed,1,1,146,4
reacher,42,prefix_a,Predictor-Learned,1,1,151,6
reacher,42,prefix_a,Simulator-Final,1,1,139,7
reacher,42,prefix_a,Simulator-Observed,1,1,232,3
reacher,42,prefix_a,Simulator-Learned,1,1,151,6
reacher,42,prefix_a,Displacement-Observed,1,1,91,0
reacher,42,prefix_b,Direct,1,1,138,0
reacher,42,prefix_b,Predictor-Final,1,1,205,3
reacher,42,prefix_b,Predictor-Observed,1,1,138,0
reacher,42,prefix_b,Predictor-Learned,1,1,246,4
reacher,42,prefix_b,Simulator-Final,1,1,127,5
reacher,42,prefix_b,Simulator-Observed,1,1,138,0
reacher,42,prefix_b,Simulator-Learned,1,1,203,6
reacher,42,prefix_b,Displacement-Observed,1,1,138,0
reacher,43,clean,Direct,1,0,300,0
reacher,43,clean,Predictor-Final,1,0,300,2
reacher,43,clean,Predictor-Observed,1,0,300,0
reacher,43,clean,Predictor-Learned,1,0,300,6
reacher,43,clean,Simulator-Final,1,0,300,1
reacher,43,clean,Simulator-Observed,1,0,300,0
reacher,43,clean,Simulator-Learned,1,0,300,3
reacher,43,clean,Displacement-Observed,1,0,300,0
reacher,43,prefix_a,Direct,1,0,300,0
reacher,43,prefix_a,Predictor-Final,1,0,300,5
reacher,43,prefix_a,Predictor-Observed,1,0,300,0
reacher,43,prefix_a,Predictor-Learned,1,0,300,2
reacher,43,prefix_a,Simulator-Final,1,0,300,5
reacher,43,prefix_a,Simulator-Observed,1,0,300,0
reacher,43,prefix_a,Simulator-Learned,1,0,300,0
reacher,43,prefix_a,Displacement-Observed,1,0,300,0
reacher,43,prefix_b,Direct,1,0,300,0
reacher,43,prefix_b,Predictor-Final,1,0,300,1
reacher,43,prefix_b,Predictor-Observed,1,0,300,0
reacher,43,prefix_b,Predictor-Learned,1,0,300,4
reacher,43,prefix_b,Simulator-Final,1,0,300,5
reacher,43,prefix_b,Simulator-Observed,1,0,300,0
reacher,43,prefix_b,Simulator-Learned,1,0,300,3
reacher,43,prefix_b,Displacement-Observed,1,0,300,0
reacher,44,clean,Direct,1,1,149,0
reacher,44,clean,Predictor-Final,1,1,164,1
reacher,44,clean,Predictor-Observed,1,1,149,0
reacher,44,clean,Predictor-Learned,1,1,156,2
reacher,44,clean,Simulator-Final,1,1,149,0
reacher,44,clean,Simulator-Observed,1,1,149,0
reacher,44,clean,Simulator-Learned,1,1,176,4
reacher,44,clean,Displacement-Observed,1,1,156,2
reacher,44,prefix_a,Direct,1,1,149,0
reacher,44,prefix_a,Predictor-Final,1,1,152,6
reacher,44,prefix_a,Predictor-Observed,1,1,151,1
reacher,44,prefix_a,Predictor-Learned,1,1,152,6
reacher,44,prefix_a,Simulator-Final,1,1,152,6
reacher,44,prefix_a,Simulator-Observed,1,1,151,1
reacher,44,prefix_a,Simulator-Learned,1,1,64,4
reacher,44,prefix_a,Displacement-Observed,1,1,149,0
reacher,44,prefix_b,Direct,1,1,156,0
reacher,44,prefix_b,Predictor-Final,1,1,145,3
reacher,44,prefix_b,Predictor-Observed,1,1,156,0
reacher,44,prefix_b,Predictor-Learned,1,1,129,7
reacher,44,prefix_b,Simulator-Final,1,1,145,3
reacher,44,prefix_b,Simulator-Observed,1,1,164,2
reacher,44,prefix_b,Simulator-Learned,1,1,129,7
reacher,44,prefix_b,Displacement-Observed,1,1,156,0
reacher,45,clean,Direct,1,1,161,0
reacher,45,clean,Predictor-Final,1,1,141,3
reacher,45,clean,Predictor-Observed,1,1,150,7
reacher,45,clean,Predictor-Learned,1,1,144,2
reacher,45,clean,Simulator-Final,1,1,149,4
reacher,45,clean,Simulator-Observed,1,1,141,3
reacher,45,clean,Simulator-Learned,1,1,144,2
reacher,45,clean,Displacement-Observed,1,1,88,1
reacher,45,prefix_a,Direct,1,1,166,0
reacher,45,prefix_a,Predictor-Final,1,1,156,3
reacher,45,prefix_a,Predictor-Observed,1,1,149,2
reacher,45,prefix_a,Predictor-Learned,1,1,150,6
reacher,45,prefix_a,Simulator-Final,1,1,156,3
reacher,45,prefix_a,Simulator-Observed,1,1,149,2
reacher,45,prefix_a,Simulator-Learned,1,1,150,6
reacher,45,prefix_a,Displacement-Observed,1,1,149,2
reacher,45,prefix_b,Direct,1,1,169,0
reacher,45,prefix_b,Predictor-Final,1,1,161,5
reacher,45,prefix_b,Predictor-Observed,1,1,151,6
reacher,45,prefix_b,Predictor-Learned,1,1,169,0
reacher,45,prefix_b,Simulator-Final,1,1,161,5
reacher,45,prefix_b,Simulator-Observed,1,1,151,6
reacher,45,prefix_b,Simulator-Learned,1,1,164,4
reacher,45,prefix_b,Displacement-Observed,1,1,151,6
reacher,46,clean,Direct,1,1,132,0
reacher,46,clean,Predictor-Final,1,1,147,1
reacher,46,clean,Predictor-Observed,1,1,171,4
reacher,46,clean,Predictor-Learned,1,1,172,7
reacher,46,clean,Simulator-Final,1,1,133,5
reacher,46,clean,Simulator-Observed,1,1,171,4
reacher,46,clean,Simulator-Learned,1,1,133,5
reacher,46,clean,Displacement-Observed,1,1,132,0
reacher,46,prefix_a,Direct,1,1,163,0
reacher,46,prefix_a,Predictor-Final,1,1,163,0
reacher,46,prefix_a,Predictor-Observed,1,1,153,1
reacher,46,prefix_a,Predictor-Learned,1,1,156,7
reacher,46,prefix_a,Simulator-Final,1,1,140,4
reacher,46,prefix_a,Simulator-Observed,1,1,163,0
reacher,46,prefix_a,Simulator-Learned,1,1,156,7
reacher,46,prefix_a,Displacement-Observed,1,1,163,0
reacher,46,prefix_b,Direct,1,1,142,0
reacher,46,prefix_b,Predictor-Final,1,1,152,4
reacher,46,prefix_b,Predictor-Observed,1,1,142,0
reacher,46,prefix_b,Predictor-Learned,1,1,142,0
reacher,46,prefix_b,Simulator-Final,1,1,59,1
reacher,46,prefix_b,Simulator-Observed,1,1,142,0
reacher,46,prefix_b,Simulator-Learned,1,1,151,3
reacher,46,prefix_b,Displacement-Observed,1,1,142,0
reacher,47,clean,Direct,1,1,148,0
reacher,47,clean,Predictor-Final,1,1,148,5
reacher,47,clean,Predictor-Observed,1,1,148,5
reacher,47,clean,Predictor-Learned,1,1,147,6
reacher,47,clean,Simulator-Final,1,1,148,5
reacher,47,clean,Simulator-Observed,1,1,148,5
reacher,47,clean,Simulator-Learned,1,1,147,6
reacher,47,clean,Displacement-Observed,1,1,148,0
reacher,47,prefix_a,Direct,1,1,168,0
reacher,47,prefix_a,Predictor-Final,1,1,104,2
reacher,47,prefix_a,Predictor-Observed,1,1,167,3
reacher,47,prefix_a,Predictor-Learned,1,1,161,4
reacher,47,prefix_a,Simulator-Final,1,1,104,2
reacher,47,prefix_a,Simulator-Observed,1,1,167,3
reacher,47,prefix_a,Simulator-Learned,1,1,156,6
reacher,47,prefix_a,Displacement-Observed,1,1,167,3
reacher,47,prefix_b,Direct,1,1,17,0
reacher,47,prefix_b,Predictor-Final,1,1,87,1
reacher,47,prefix_b,Predictor-Observed,1,1,152,2
reacher,47,prefix_b,Predictor-Learned,1,1,152,2
reacher,47,prefix_b,Simulator-Final,1,1,142,7
reacher,47,prefix_b,Simulator-Observed,1,1,152,2
reacher,47,prefix_b,Simulator-Learned,1,1,152,2
reacher,47,prefix_b,Displacement-Observed,1,1,152,2
reacher,48,clean,Direct,1,1,148,0
reacher,48,clean,Predictor-Final,1,1,149,1
reacher,48,clean,Predictor-Observed,1,1,148,0
reacher,48,clean,Predictor-Learned,1,1,140,7
reacher,48,clean,Simulator-Final,1,1,157,3
reacher,48,clean,Simulator-Observed,1,1,148,0
reacher,48,clean,Simulator-Learned,1,1,140,7
reacher,48,clean,Displacement-Observed,1,1,148,0
reacher,48,prefix_a,Direct,1,1,101,0
reacher,48,prefix_a,Predictor-Final,1,1,101,0
reacher,48,prefix_a,Predictor-Observed,1,1,101,0
reacher,48,prefix_a,Predictor-Learned,1,1,149,4
reacher,48,prefix_a,Simulator-Final,1,1,154,1
reacher,48,prefix_a,Simulator-Observed,1,1,154,1
reacher,48,prefix_a,Simulator-Learned,1,1,159,3
reacher,48,prefix_a,Displacement-Observed,1,1,149,4
reacher,48,prefix_b,Direct,1,1,135,0
reacher,48,prefix_b,Predictor-Final,1,1,154,3
reacher,48,prefix_b,Predictor-Observed,1,1,155,2
reacher,48,prefix_b,Predictor-Learned,1,1,154,6
reacher,48,prefix_b,Simulator-Final,1,1,118,1
reacher,48,prefix_b,Simulator-Observed,1,1,155,2
reacher,48,prefix_b,Simulator-Learned,1,1,154,6
reacher,48,prefix_b,Displacement-Observed,1,1,135,0
reacher,49,clean,Direct,1,1,154,0
reacher,49,clean,Predictor-Final,1,1,145,2
reacher,49,clean,Predictor-Observed,1,1,171,1
reacher,49,clean,Predictor-Learned,1,1,120,3
reacher,49,clean,Simulator-Final,1,1,145,2
reacher,49,clean,Simulator-Observed,1,1,171,1
reacher,49,clean,Simulator-Learned,1,1,120,3
reacher,49,clean,Displacement-Observed,1,1,171,1
reacher,49,prefix_a,Direct,1,1,147,0
reacher,49,prefix_a,Predictor-Final,1,1,147,0
reacher,49,prefix_a,Predictor-Observed,1,1,147,0
reacher,49,prefix_a,Predictor-Learned,1,1,150,1
reacher,49,prefix_a,Simulator-Final,1,1,187,2
reacher,49,prefix_a,Simulator-Observed,1,1,147,0
reacher,49,prefix_a,Simulator-Learned,1,1,150,1
reacher,49,prefix_a,Displacement-Observed,1,1,147,0
reacher,49,prefix_b,Direct,1,1,298,0
reacher,49,prefix_b,Predictor-Final,1,1,148,1
reacher,49,prefix_b,Predictor-Observed,1,1,148,1
reacher,49,prefix_b,Predictor-Learned,1,1,298,0
reacher,49,prefix_b,Simulator-Final,1,1,148,1
reacher,49,prefix_b,Simulator-Observed,1,1,298,0
reacher,49,prefix_b,Simulator-Learned,1,1,156,4
reacher,49,prefix_b,Displacement-Observed,1,1,298,0
reacher,50,clean,Direct,1,1,170,0
reacher,50,clean,Predictor-Final,1,1,147,2
reacher,50,clean,Predictor-Observed,1,1,151,1
reacher,50,clean,Predictor-Learned,1,1,152,7
reacher,50,clean,Simulator-Final,1,1,147,2
reacher,50,clean,Simulator-Observed,1,1,151,1
reacher,50,clean,Simulator-Learned,1,1,152,7
reacher,50,clean,Displacement-Observed,1,1,170,0
reacher,50,prefix_a,Direct,1,1,94,0
reacher,50,prefix_a,Predictor-Final,1,1,162,4
reacher,50,prefix_a,Predictor-Observed,1,1,94,0
reacher,50,prefix_a,Predictor-Learned,1,1,155,7
reacher,50,prefix_a,Simulator-Final,1,1,94,0
reacher,50,prefix_a,Simulator-Observed,1,1,94,0
reacher,50,prefix_a,Simulator-Learned,1,1,155,7
reacher,50,prefix_a,Displacement-Observed,1,1,94,0
reacher,50,prefix_b,Direct,1,1,155,0
reacher,50,prefix_b,Predictor-Final,1,1,115,3
reacher,50,prefix_b,Predictor-Observed,1,1,145,4
reacher,50,prefix_b,Predictor-Learned,1,1,177,5
reacher,50,prefix_b,Simulator-Final,1,1,159,2
reacher,50,prefix_b,Simulator-Observed,1,1,145,4
reacher,50,prefix_b,Simulator-Learned,1,1,115,3
reacher,50,prefix_b,Displacement-Observed,1,1,155,0
reacher,51,clean,Direct,1,1,173,0
reacher,51,clean,Predictor-Final,1,1,156,5
reacher,51,clean,Predictor-Observed,1,1,143,7
reacher,51,clean,Predictor-Learned,1,1,149,3
reacher,51,clean,Simulator-Final,1,1,156,5
reacher,51,clean,Simulator-Observed,1,1,173,0
reacher,51,clean,Simulator-Learned,1,1,149,3
reacher,51,clean,Displacement-Observed,1,1,173,0
reacher,51,prefix_a,Direct,1,1,144,0
reacher,51,prefix_a,Predictor-Final,1,1,144,0
reacher,51,prefix_a,Predictor-Observed,1,1,144,0
reacher,51,prefix_a,Predictor-Learned,1,1,144,5
reacher,51,prefix_a,Simulator-Final,1,1,120,4
reacher,51,prefix_a,Simulator-Observed,1,1,151,7
reacher,51,prefix_a,Simulator-Learned,1,1,157,1
reacher,51,prefix_a,Displacement-Observed,1,1,144,0
reacher,51,prefix_b,Direct,1,1,150,0
reacher,51,prefix_b,Predictor-Final,1,1,139,2
reacher,51,prefix_b,Predictor-Observed,1,1,137,6
reacher,51,prefix_b,Predictor-Learned,1,1,137,6
reacher,51,prefix_b,Simulator-Final,1,1,139,2
reacher,51,prefix_b,Simulator-Observed,1,1,141,4
reacher,51,prefix_b,Simulator-Learned,1,1,141,4
reacher,51,prefix_b,Displacement-Observed,1,1,137,6
reacher,52,clean,Direct,1,1,137,0
reacher,52,clean,Predictor-Final,1,1,137,0
reacher,52,clean,Predictor-Observed,1,1,137,0
reacher,52,clean,Predictor-Learned,1,1,91,7
reacher,52,clean,Simulator-Final,1,1,137,0
reacher,52,clean,Simulator-Observed,1,1,137,0
reacher,52,clean,Simulator-Learned,1,1,91,7
reacher,52,clean,Displacement-Observed,1,1,137,0
reacher,52,prefix_a,Direct,1,1,20,0
reacher,52,prefix_a,Predictor-Final,1,1,27,4
reacher,52,prefix_a,Predictor-Observed,1,1,133,7
reacher,52,prefix_a,Predictor-Learned,1,1,175,5
reacher,52,prefix_a,Simulator-Final,1,1,27,4
reacher,52,prefix_a,Simulator-Observed,1,1,133,7
reacher,52,prefix_a,Simulator-Learned,1,1,20,0
reacher,52,prefix_a,Displacement-Observed,1,1,175,5
reacher,52,prefix_b,Direct,1,1,16,0
reacher,52,prefix_b,Predictor-Final,1,1,16,0
reacher,52,prefix_b,Predictor-Observed,1,1,16,0
reacher,52,prefix_b,Predictor-Learned,1,1,130,6
reacher,52,prefix_b,Simulator-Final,1,1,16,0
reacher,52,prefix_b,Simulator-Observed,1,1,16,0
reacher,52,prefix_b,Simulator-Learned,1,1,130,6
reacher,52,prefix_b,Displacement-Observed,1,1,16,0
reacher,53,clean,Direct,1,1,151,0
reacher,53,clean,Predictor-Final,1,1,10,6
reacher,53,clean,Predictor-Observed,1,1,27,1
reacher,53,clean,Predictor-Learned,1,1,20,4
